year;site;pollutant;type;reference_year;parameter;value
2014;Bachtel/Wald;Feinstaub PM10;gemessen;2015;Immission;NA
2015;Bachtel/Wald;Feinstaub PM10;gemessen;2015;Immission;9.763363258019607
2016;Bachtel/Wald;Feinstaub PM10;gemessen;2015;Immission;8.803315849681441
2017;Bachtel/Wald;Feinstaub PM10;gemessen;2015;Immission;9.735065761441096
2018;Bachtel/Wald;Feinstaub PM10;gemessen;2015;Immission;10.66927932548415
2019;Bachtel/Wald;Feinstaub PM10;gemessen;2015;Immission;8.863768657402204
2020;Bachtel/Wald;Feinstaub PM10;gemessen;2015;Immission;8.266983605885246
2021;Bachtel/Wald;Feinstaub PM10;gemessen;2015;Immission;8.583298725871233
2022;Bachtel/Wald;Feinstaub PM10;gemessen;2015;Immission;NA
2023;Bachtel/Wald;Feinstaub PM10;gemessen;2015;Immission;8.632856539862258
2024;Bachtel/Wald;Feinstaub PM10;gemessen;2015;Immission;NA
1995;Bachtel/Wald;Feinstaub PM10;Trend;2015;Immission;NA
1996;Bachtel/Wald;Feinstaub PM10;Trend;2015;Immission;NA
1997;Bachtel/Wald;Feinstaub PM10;Trend;2015;Immission;NA
1998;Bachtel/Wald;Feinstaub PM10;Trend;2015;Immission;NA
1999;Bachtel/Wald;Feinstaub PM10;Trend;2015;Immission;NA
2000;Bachtel/Wald;Feinstaub PM10;Trend;2015;Immission;NA
2001;Bachtel/Wald;Feinstaub PM10;Trend;2015;Immission;NA
2002;Bachtel/Wald;Feinstaub PM10;Trend;2015;Immission;NA
2003;Bachtel/Wald;Feinstaub PM10;Trend;2015;Immission;NA
2004;Bachtel/Wald;Feinstaub PM10;Trend;2015;Immission;NA
2005;Bachtel/Wald;Feinstaub PM10;Trend;2015;Immission;NA
2006;Bachtel/Wald;Feinstaub PM10;Trend;2015;Immission;NA
2007;Bachtel/Wald;Feinstaub PM10;Trend;2015;Immission;NA
2008;Bachtel/Wald;Feinstaub PM10;Trend;2015;Immission;NA
2009;Bachtel/Wald;Feinstaub PM10;Trend;2015;Immission;12.698393767493702
2010;Bachtel/Wald;Feinstaub PM10;Trend;2015;Immission;11.995113176077417
2011;Bachtel/Wald;Feinstaub PM10;Trend;2015;Immission;11.642913436304655
2012;Bachtel/Wald;Feinstaub PM10;Trend;2015;Immission;11.179084683480042
2013;Bachtel/Wald;Feinstaub PM10;Trend;2015;Immission;11.393455317070961
2014;Bachtel/Wald;Feinstaub PM10;Trend;2015;Immission;NA
2015;Bachtel/Wald;Feinstaub PM10;Trend;2015;Immission;10.07341704465152
2016;Bachtel/Wald;Feinstaub PM10;Trend;2015;Immission;9.827433236151922
2017;Bachtel/Wald;Feinstaub PM10;Trend;2015;Immission;9.792932440279403
2018;Bachtel/Wald;Feinstaub PM10;Trend;2015;Immission;9.773516624271178
2019;Bachtel/Wald;Feinstaub PM10;Trend;2015;Immission;9.617546126664838
2020;Bachtel/Wald;Feinstaub PM10;Trend;2015;Immission;9.444791133216725
2021;Bachtel/Wald;Feinstaub PM10;Trend;2015;Immission;9.338335668658083
2022;Bachtel/Wald;Feinstaub PM10;Trend;2015;Immission;NA
2023;Bachtel/Wald;Feinstaub PM10;Trend;2015;Immission;9.550967216135724
2024;Bachtel/Wald;Feinstaub PM10;Trend;2015;Immission;NA
2000;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;Immission;NA
2001;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;Immission;19.160194174757283
2002;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;Immission;23.164364640883978
2003;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;Immission;26.947802197802197
2004;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;Immission;22.093972602739726
2005;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;Immission;21.320821917808217
2006;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;Immission;23.856868131868133
2007;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;Immission;20.380672268907563
2008;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;Immission;18.502739726027396
2009;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;Immission;18.711019283746555
2010;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;Immission;18.334246575342465
2011;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;Immission;18.472727272727273
2012;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;Immission;16.354520547945206
2013;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;Immission;17.716483516483517
2014;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;Immission;13.791780821917808
2015;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;Immission;16.003013698630138
2016;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;Immission;13.772252747252747
2017;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;Immission;13.782191780821918
2018;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;Immission;14.844383561643836
2019;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;Immission;12.72082191780822
2020;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;Immission;11.922252747252747
2021;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;Immission;12.792857142857143
2022;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;Immission;13.77041095890411
2023;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;Immission;11.425205479452055
2024;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;Immission;11.077049180327869
2000;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;Immission;NA
2001;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;Immission;22.28862178053458
2002;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;Immission;22.101890206466134
2003;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;Immission;21.970125374542125
2004;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;Immission;21.375747646778287
2005;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;Immission;20.987005315068494
2006;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;Immission;20.75150521759259
2007;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;Immission;20.207049179790435
2008;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;Immission;19.421284228970066
2009;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;Immission;18.730109832976225
2010;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;Immission;18.24126559776763
2011;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;Immission;17.582317465127463
2012;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;Immission;16.904272541936653
2013;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;Immission;16.424052267261178
2014;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;Immission;15.472446532789736
2015;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;Immission;15.138180151293758
2016;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;Immission;14.754495110951218
2017;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;Immission;14.324891226041894
2018;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;Immission;14.16080039263608
2019;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;Immission;13.884262254649562
2020;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;Immission;13.665483783119658
2021;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;Immission;13.61666412238357
2022;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;Immission;13.600035340479815
2023;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;Immission;13.405589056476046
2024;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;Immission;13.495892445152803
2001;Opf_Balsberg;Feinstaub PM10;gemessen;2015;Immission;NA
2002;Opf_Balsberg;Feinstaub PM10;gemessen;2015;Immission;NA
2003;Opf_Balsberg;Feinstaub PM10;gemessen;2015;Immission;NA
2004;Opf_Balsberg;Feinstaub PM10;gemessen;2015;Immission;26.01396016032044
2006;Opf_Balsberg;Feinstaub PM10;gemessen;2015;Immission;27.871677384129576
2007;Opf_Balsberg;Feinstaub PM10;gemessen;2015;Immission;NA
2008;Opf_Balsberg;Feinstaub PM10;gemessen;2015;Immission;22.37479963473178
2009;Opf_Balsberg;Feinstaub PM10;gemessen;2015;Immission;22.295069860279778
2010;Opf_Balsberg;Feinstaub PM10;gemessen;2015;Immission;21.561533359473685
2011;Opf_Balsberg;Feinstaub PM10;gemessen;2015;Immission;21.85951289504696
2012;Opf_Balsberg;Feinstaub PM10;gemessen;2015;Immission;18.381279537430135
2013;Opf_Balsberg;Feinstaub PM10;gemessen;2015;Immission;20.403726018823203
2014;Opf_Balsberg;Feinstaub PM10;gemessen;2015;Immission;16.143311945936812
2015;Opf_Balsberg;Feinstaub PM10;gemessen;2015;Immission;17.003429247156163
2016;Opf_Balsberg;Feinstaub PM10;gemessen;2015;Immission;15.97178818065374
2017;Opf_Balsberg;Feinstaub PM10;gemessen;2015;Immission;16.96483445978082
2018;Opf_Balsberg;Feinstaub PM10;gemessen;2015;Immission;16.375392976257533
2019;Opf_Balsberg;Feinstaub PM10;gemessen;2015;Immission;14.872667885379121
2020;Opf_Balsberg;Feinstaub PM10;gemessen;2015;Immission;13.765986736286886
2021;Opf_Balsberg;Feinstaub PM10;gemessen;2015;Immission;14.065839196506849
2022;Opf_Balsberg;Feinstaub PM10;gemessen;2015;Immission;14.235531527593922
2023;Opf_Balsberg;Feinstaub PM10;gemessen;2015;Immission;13.245311700832877
2024;Opf_Balsberg;Feinstaub PM10;gemessen;2015;Immission;12.392279828472677
2001;Opf_Balsberg;Feinstaub PM10;Trend;2015;Immission;NA
2002;Opf_Balsberg;Feinstaub PM10;Trend;2015;Immission;NA
2003;Opf_Balsberg;Feinstaub PM10;Trend;2015;Immission;NA
2004;Opf_Balsberg;Feinstaub PM10;Trend;2015;Immission;24.80665141869718
2006;Opf_Balsberg;Feinstaub PM10;Trend;2015;Immission;23.457314384812808
2007;Opf_Balsberg;Feinstaub PM10;Trend;2015;Immission;NA
2008;Opf_Balsberg;Feinstaub PM10;Trend;2015;Immission;22.549259006853003
2009;Opf_Balsberg;Feinstaub PM10;Trend;2015;Immission;21.988146309186305
2010;Opf_Balsberg;Feinstaub PM10;Trend;2015;Immission;21.259074942336365
2011;Opf_Balsberg;Feinstaub PM10;Trend;2015;Immission;20.704567265242723
2012;Opf_Balsberg;Feinstaub PM10;Trend;2015;Immission;19.266483206349992
2013;Opf_Balsberg;Feinstaub PM10;Trend;2015;Immission;18.623715650396022
2014;Opf_Balsberg;Feinstaub PM10;Trend;2015;Immission;17.431379059545744
2015;Opf_Balsberg;Feinstaub PM10;Trend;2015;Immission;16.9585945961046
2016;Opf_Balsberg;Feinstaub PM10;Trend;2015;Immission;16.732321189421814
2017;Opf_Balsberg;Feinstaub PM10;Trend;2015;Immission;16.42707789467908
2018;Opf_Balsberg;Feinstaub PM10;Trend;2015;Immission;16.168970774721725
2019;Opf_Balsberg;Feinstaub PM10;Trend;2015;Immission;15.648488817912051
2020;Opf_Balsberg;Feinstaub PM10;Trend;2015;Immission;15.1940639127698
2021;Opf_Balsberg;Feinstaub PM10;Trend;2015;Immission;14.938615769775028
2022;Opf_Balsberg;Feinstaub PM10;Trend;2015;Immission;14.831920273804442
2023;Opf_Balsberg;Feinstaub PM10;Trend;2015;Immission;14.514813890675638
2024;Opf_Balsberg;Feinstaub PM10;Trend;2015;Immission;14.6106670362407
2013;Zch_Rosengartenstrasse;Feinstaub PM10;gemessen;2015;Immission;NA
2014;Zch_Rosengartenstrasse;Feinstaub PM10;gemessen;2015;Immission;19.636076793327433
2015;Zch_Rosengartenstrasse;Feinstaub PM10;gemessen;2015;Immission;20.27428000948169
2016;Zch_Rosengartenstrasse;Feinstaub PM10;gemessen;2015;Immission;17.85592784747159
2017;Zch_Rosengartenstrasse;Feinstaub PM10;gemessen;2015;Immission;17.600396913639663
2018;Zch_Rosengartenstrasse;Feinstaub PM10;gemessen;2015;Immission;18.27709517100554
2019;Zch_Rosengartenstrasse;Feinstaub PM10;gemessen;2015;Immission;16.383141315985835
2020;Zch_Rosengartenstrasse;Feinstaub PM10;gemessen;2015;Immission;15.33411819846685
2021;Zch_Rosengartenstrasse;Feinstaub PM10;gemessen;2015;Immission;15.529086984270423
2022;Zch_Rosengartenstrasse;Feinstaub PM10;gemessen;2015;Immission;15.376218970464087
2023;Zch_Rosengartenstrasse;Feinstaub PM10;gemessen;2015;Immission;13.988328481520547
2024;Zch_Rosengartenstrasse;Feinstaub PM10;gemessen;2015;Immission;13.259901529264438
2013;Zch_Rosengartenstrasse;Feinstaub PM10;Trend;2015;Immission;NA
2014;Zch_Rosengartenstrasse;Feinstaub PM10;Trend;2015;Immission;19.521554531212683
2015;Zch_Rosengartenstrasse;Feinstaub PM10;Trend;2015;Immission;18.519631645519045
2016;Zch_Rosengartenstrasse;Feinstaub PM10;Trend;2015;Immission;18.008584080887346
2017;Zch_Rosengartenstrasse;Feinstaub PM10;Trend;2015;Immission;17.490870812791936
2018;Zch_Rosengartenstrasse;Feinstaub PM10;Trend;2015;Immission;17.36169194650147
2019;Zch_Rosengartenstrasse;Feinstaub PM10;Trend;2015;Immission;16.809343063831662
2020;Zch_Rosengartenstrasse;Feinstaub PM10;Trend;2015;Immission;16.114252802687513
2021;Zch_Rosengartenstrasse;Feinstaub PM10;Trend;2015;Immission;15.754179722795582
2022;Zch_Rosengartenstrasse;Feinstaub PM10;Trend;2015;Immission;15.400439718764396
2023;Zch_Rosengartenstrasse;Feinstaub PM10;Trend;2015;Immission;15.202473290007045
2024;Zch_Rosengartenstrasse;Feinstaub PM10;Trend;2015;Immission;15.044773607037232
1995;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;Immission;NA
1996;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;Immission;NA
1997;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;Immission;NA
1998;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;Immission;NA
1999;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;Immission;NA
2000;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;Immission;NA
2001;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;Immission;NA
2002;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;Immission;30.895399630473538
2003;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;Immission;NA
2004;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;Immission;28.647996161835692
2005;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;Immission;NA
2006;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;Immission;33.36917918533524
2007;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;Immission;NA
2008;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;Immission;24.75465498681268
2009;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;Immission;NA
2010;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;Immission;23.529285924107345
2011;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;Immission;25.68857647219663
2012;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;Immission;20.56479330755874
2013;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;Immission;23.030372280378153
2014;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;Immission;17.53168591237569
2015;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;Immission;19.21943980725788
2016;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;Immission;17.474765167236768
2017;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;Immission;17.55628814368595
2018;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;Immission;18.154653405329608
2019;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;Immission;15.689137562460054
2020;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;Immission;14.759379589450143
2021;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;Immission;14.965855770177285
2022;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;Immission;15.930068319835616
2023;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;Immission;12.632992769396601
2024;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;Immission;11.5922800084573
1995;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;Immission;NA
1996;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;Immission;NA
1997;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;Immission;NA
1998;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;Immission;NA
1999;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;Immission;NA
2000;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;Immission;NA
2001;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;Immission;NA
2002;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;Immission;30.982556477886334
2003;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;Immission;NA
2004;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;Immission;29.50319561510074
2005;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;Immission;NA
2006;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;Immission;28.390712252615334
2007;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;Immission;NA
2008;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;Immission;25.912818907777254
2009;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;Immission;NA
2010;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;Immission;24.501633515354612
2011;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;Immission;23.950787111404814
2012;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;Immission;20.86624712166125
2013;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;Immission;19.966199509361758
2014;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;Immission;18.70218932581467
2015;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;Immission;18.257761278419096
2016;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;Immission;18.07848804175661
2017;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;Immission;17.604214603766764
2018;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;Immission;17.279205948144778
2019;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;Immission;16.648534587165077
2020;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;Immission;16.035202088054096
2021;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;Immission;15.749774887249282
2022;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;Immission;15.472946501395484
2023;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;Immission;14.554656212124302
2024;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;Immission;14.105618346647555
2003;Zch_Schwamendingen;Feinstaub PM10;gemessen;2015;Immission;34.27768508118391
2004;Zch_Schwamendingen;Feinstaub PM10;gemessen;2015;Immission;NA
2005;Zch_Schwamendingen;Feinstaub PM10;gemessen;2015;Immission;28.77874941372191
2006;Zch_Schwamendingen;Feinstaub PM10;gemessen;2015;Immission;NA
2007;Zch_Schwamendingen;Feinstaub PM10;gemessen;2015;Immission;25.836191296532213
2008;Zch_Schwamendingen;Feinstaub PM10;gemessen;2015;Immission;NA
2009;Zch_Schwamendingen;Feinstaub PM10;gemessen;2015;Immission;25.040864528878874
2010;Zch_Schwamendingen;Feinstaub PM10;gemessen;2015;Immission;NA
2015;Zch_Schwamendingen;Feinstaub PM10;gemessen;2015;Immission;19.998869345304843
2016;Zch_Schwamendingen;Feinstaub PM10;gemessen;2015;Immission;NA
2003;Zch_Schwamendingen;Feinstaub PM10;Trend;2015;Immission;32.34188885668951
2004;Zch_Schwamendingen;Feinstaub PM10;Trend;2015;Immission;NA
2005;Zch_Schwamendingen;Feinstaub PM10;Trend;2015;Immission;28.047363120321897
2006;Zch_Schwamendingen;Feinstaub PM10;Trend;2015;Immission;NA
2007;Zch_Schwamendingen;Feinstaub PM10;Trend;2015;Immission;26.909024096826396
2008;Zch_Schwamendingen;Feinstaub PM10;Trend;2015;Immission;NA
2009;Zch_Schwamendingen;Feinstaub PM10;Trend;2015;Immission;25.318914982070126
2010;Zch_Schwamendingen;Feinstaub PM10;Trend;2015;Immission;NA
2015;Zch_Schwamendingen;Feinstaub PM10;Trend;2015;Immission;22.334148747174662
2016;Zch_Schwamendingen;Feinstaub PM10;Trend;2015;Immission;NA
1995;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;Immission;NA
1996;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;Immission;NA
1997;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;Immission;NA
1998;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;Immission;NA
1999;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;Immission;NA
2000;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;Immission;24.470729969774855
2001;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;Immission;25.611921345953622
2002;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;Immission;27.837974754894738
2003;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;Immission;31.98551056094253
2004;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;Immission;25.493436092524078
2005;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;Immission;26.30285855313881
2006;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;Immission;29.665280395135213
2007;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;Immission;24.374854613874653
2008;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;Immission;22.48332106396857
2009;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;Immission;24.09454260596532
2010;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;Immission;22.527264310707245
2011;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;Immission;21.95939195864723
2012;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;Immission;19.525576481342938
2013;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;Immission;22.328944487600566
2014;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;Immission;16.950245698701703
2015;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;Immission;17.7985203448787
2016;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;Immission;16.21514605924286
2017;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;Immission;15.860801341545706
2018;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;Immission;17.89938060901108
2019;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;Immission;15.094036766575343
2020;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;Immission;13.966711228646409
2021;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;Immission;14.383733880055555
2022;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;Immission;15.08859168426393
2023;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;Immission;13.05224745759452
2024;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;Immission;11.65662832029945
1995;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;Immission;NA
1996;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;Immission;NA
1997;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;Immission;NA
1998;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;Immission;NA
1999;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;Immission;NA
2000;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;Immission;27.009277001489348
2001;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;Immission;26.93484219148581
2002;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;Immission;27.05439235888866
2003;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;Immission;26.885356392116297
2004;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;Immission;26.29527393034876
2005;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;Immission;25.862155686518832
2006;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;Immission;25.55912434181131
2007;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;Immission;24.80020885415125
2008;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;Immission;24.363873587870643
2009;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;Immission;23.947939995129545
2010;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;Immission;23.132524958715994
2011;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;Immission;21.512137860268286
2012;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;Immission;20.41873846817762
2013;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;Immission;19.86223054425932
2014;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;Immission;17.99727086491407
2015;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;Immission;17.04725994408951
2016;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;Immission;16.745836206920234
2017;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;Immission;16.390032020079268
2018;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;Immission;16.35471265527587
2019;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;Immission;15.900557290900208
2020;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;Immission;15.367969074257184
2021;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;Immission;15.175836292900417
2022;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;Immission;14.959642312426663
2023;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;Immission;14.242417673393602
2024;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;Immission;13.83223928294548
2000;Zürich-Kaserne;Feinstaub PM10;gemessen;2015;Immission;NA
