year;site;site_long;siteclass;x;y;masl;pollutant;metric;parameter;concentration;unit;source
2013;8400_0180;Winterthur - Sulzerallee 3;städtisch - Hintergrund;2699070;1261922;453;NO2;Jahresmittel;NO2;22.75;µg/m3;Ostluft
2014;8400_0180;Winterthur - Sulzerallee 3;städtisch - Hintergrund;2699070;1261922;453;NO2;Jahresmittel;NO2;19.48;µg/m3;Ostluft
2015;8400_0180;Winterthur - Sulzerallee 3;städtisch - Hintergrund;2699070;1261922;453;NO2;Jahresmittel;NO2;19.83;µg/m3;Ostluft
2016;8400_0180;Winterthur - Sulzerallee 3;städtisch - Hintergrund;2699070;1261922;453;NO2;Jahresmittel;NO2;19.33;µg/m3;Ostluft
2013;8400_0190;Winterthur - Ida-Sträuli-Strasse;städtisch - Hintergrund;2700037;1262190;457;NO2;Jahresmittel;NO2;22.86;µg/m3;Ostluft
2014;8400_0190;Winterthur - Ida-Sträuli-Strasse;städtisch - Hintergrund;2700037;1262190;457;NO2;Jahresmittel;NO2;20.94;µg/m3;Ostluft
2015;8400_0190;Winterthur - Ida-Sträuli-Strasse;städtisch - Hintergrund;2700037;1262190;457;NO2;Jahresmittel;NO2;21.26;µg/m3;Ostluft
2016;8400_0190;Winterthur - Ida-Sträuli-Strasse;städtisch - Hintergrund;2700037;1262190;457;NO2;Jahresmittel;NO2;20.91;µg/m3;Ostluft
2013;8400_0200;Winterthur - Ohrbühlstrasse 93;städtisch - Hintergrund;2700203;1262318;460;NO2;Jahresmittel;NO2;25.48;µg/m3;Ostluft
2014;8400_0200;Winterthur - Ohrbühlstrasse 93;städtisch - Hintergrund;2700203;1262318;460;NO2;Jahresmittel;NO2;22.51;µg/m3;Ostluft
2015;8400_0200;Winterthur - Ohrbühlstrasse 93;städtisch - Hintergrund;2700203;1262318;460;NO2;Jahresmittel;NO2;23.36;µg/m3;Ostluft
2016;8400_0200;Winterthur - Ohrbühlstrasse 93;städtisch - Hintergrund;2700203;1262318;460;NO2;Jahresmittel;NO2;21.42;µg/m3;Ostluft
2017;8400_0200;Winterthur - Ohrbühlstrasse 93;städtisch - Hintergrund;2700203;1262318;460;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2018;8400_0200;Winterthur - Ohrbühlstrasse 93;städtisch - Hintergrund;2700203;1262318;460;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2019;8400_0200;Winterthur - Ohrbühlstrasse 93;städtisch - Hintergrund;2700203;1262318;460;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2020;8400_0200;Winterthur - Ohrbühlstrasse 93;städtisch - Hintergrund;2700203;1262318;460;NO2;Jahresmittel;NO2;16.37;µg/m3;Ostluft
2013;8400_0210;Winterthur - Rümikerstrasse 16;städtisch - Hintergrund;2700086;1262418;460;NO2;Jahresmittel;NO2;22.43;µg/m3;Ostluft
2014;8400_0210;Winterthur - Rümikerstrasse 16;städtisch - Hintergrund;2700086;1262418;460;NO2;Jahresmittel;NO2;19.62;µg/m3;Ostluft
2015;8400_0210;Winterthur - Rümikerstrasse 16;städtisch - Hintergrund;2700086;1262418;460;NO2;Jahresmittel;NO2;20.25;µg/m3;Ostluft
2016;8400_0210;Winterthur - Rümikerstrasse 16;städtisch - Hintergrund;2700086;1262418;460;NO2;Jahresmittel;NO2;20.29;µg/m3;Ostluft
2013;8400_0220;Winterthur - Eulachpark;städtisch - Hintergrund;2699779;1262427;459;NO2;Jahresmittel;NO2;19.73;µg/m3;Ostluft
2014;8400_0220;Winterthur - Eulachpark;städtisch - Hintergrund;2699779;1262427;459;NO2;Jahresmittel;NO2;17.51;µg/m3;Ostluft
2015;8400_0220;Winterthur - Eulachpark;städtisch - Hintergrund;2699779;1262427;459;NO2;Jahresmittel;NO2;17.7;µg/m3;Ostluft
2016;8400_0220;Winterthur - Eulachpark;städtisch - Hintergrund;2699779;1262427;459;NO2;Jahresmittel;NO2;17.64;µg/m3;Ostluft
2017;8400_0220;Winterthur - Eulachpark;städtisch - Hintergrund;2699779;1262427;459;NO2;Jahresmittel;NO2;15.81;µg/m3;Ostluft
2018;8400_0220;Winterthur - Eulachpark;städtisch - Hintergrund;2699779;1262427;459;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2019;8400_0220;Winterthur - Eulachpark;städtisch - Hintergrund;2699779;1262427;459;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2020;8400_0220;Winterthur - Eulachpark;städtisch - Hintergrund;2699779;1262427;459;NO2;Jahresmittel;NO2;12.98;µg/m3;Ostluft
2014;8400_0230;Winterthur - Werkhof Wülflingen;städtisch - verkehrsbelastet;2695728;1261118;436;NO2;Jahresmittel;NO2;26.83;µg/m3;Ostluft
2015;8400_0230;Winterthur - Werkhof Wülflingen;städtisch - verkehrsbelastet;2695728;1261118;436;NO2;Jahresmittel;NO2;27.98;µg/m3;Ostluft
2016;8400_0230;Winterthur - Werkhof Wülflingen;städtisch - verkehrsbelastet;2695728;1261118;436;NO2;Jahresmittel;NO2;27.45;µg/m3;Ostluft
2017;8400_0230;Winterthur - Werkhof Wülflingen;städtisch - verkehrsbelastet;2695728;1261118;436;NO2;Jahresmittel;NO2;25.43;µg/m3;Ostluft
2014;8400_0240;Winterthur - Bahnhof Neuhegi;städtisch - Hintergrund;2700257;1262102;460;NO2;Jahresmittel;NO2;20.44;µg/m3;Ostluft
2015;8400_0240;Winterthur - Bahnhof Neuhegi;städtisch - Hintergrund;2700257;1262102;460;NO2;Jahresmittel;NO2;21.77;µg/m3;Ostluft
2016;8400_0240;Winterthur - Bahnhof Neuhegi;städtisch - Hintergrund;2700257;1262102;460;NO2;Jahresmittel;NO2;23.25;µg/m3;Ostluft
2017;8400_0260;Winterthur - Frauenfelderstrasse;städtisch - verkehrsbelastet;2699387;1262562;456;NO2;Jahresmittel;NO2;35.38;µg/m3;Ostluft
2018;8400_0260;Winterthur - Frauenfelderstrasse;städtisch - verkehrsbelastet;2699387;1262562;456;NO2;Jahresmittel;NO2;32.83;µg/m3;Ostluft
2019;8400_0260;Winterthur - Frauenfelderstrasse;städtisch - verkehrsbelastet;2699387;1262562;456;NO2;Jahresmittel;NO2;31.64;µg/m3;Ostluft
2020;8400_0260;Winterthur - Frauenfelderstrasse;städtisch - verkehrsbelastet;2699387;1262562;456;NO2;Jahresmittel;NO2;28.19;µg/m3;Ostluft
2017;8400_0280;Winterthur - Lindstrasse;städtisch - verkehrsbelastet;2696734;1262854;442;NO2;Jahresmittel;NO2;31.19;µg/m3;Ostluft
2017;8400_0290;Winterthur - Neuwiesenstrasse;städtisch - verkehrsbelastet;2696677;1262197;436;NO2;Jahresmittel;NO2;43.44;µg/m3;Ostluft
2018;8400_0290;Winterthur - Neuwiesenstrasse;städtisch - verkehrsbelastet;2696677;1262197;436;NO2;Jahresmittel;NO2;41.09;µg/m3;Ostluft
2019;8400_0290;Winterthur - Neuwiesenstrasse;städtisch - verkehrsbelastet;2696677;1262197;436;NO2;Jahresmittel;NO2;39.61;µg/m3;Ostluft
2020;8400_0290;Winterthur - Neuwiesenstrasse;städtisch - verkehrsbelastet;2696677;1262197;436;NO2;Jahresmittel;NO2;34.56;µg/m3;Ostluft
2021;8400_0290;Winterthur - Neuwiesenstrasse;städtisch - verkehrsbelastet;2696677;1262197;436;NO2;Jahresmittel;NO2;33.24;µg/m3;Ostluft
2022;8400_0290;Winterthur - Neuwiesenstrasse;städtisch - verkehrsbelastet;2696677;1262197;436;NO2;Jahresmittel;NO2;32.48;µg/m3;Ostluft
2023;8400_0290;Winterthur - Neuwiesenstrasse;städtisch - verkehrsbelastet;2696677;1262197;436;NO2;Jahresmittel;NO2;29.17;µg/m3;Ostluft
2024;8400_0290;Winterthur - Neuwiesenstrasse;städtisch - verkehrsbelastet;2696677;1262197;436;NO2;Jahresmittel;NO2;27.74;µg/m3;Ostluft
2017;8400_0300;Winterthur - Zürcherstrasse;städtisch - verkehrsbelastet;2696252;1261509;439;NO2;Jahresmittel;NO2;37.05;µg/m3;Ostluft
2017;8400_0310;Winterthur - Wülflingerstrasse 393;städtisch - verkehrsbelastet;2693540;1263540;409;NO2;Jahresmittel;NO2;31.95;µg/m3;Ostluft
2018;8400_0310;Winterthur - Wülflingerstrasse 393;städtisch - verkehrsbelastet;2693540;1263540;409;NO2;Jahresmittel;NO2;30.48;µg/m3;Ostluft
2019;8400_0310;Winterthur - Wülflingerstrasse 393;städtisch - verkehrsbelastet;2693540;1263540;409;NO2;Jahresmittel;NO2;28.23;µg/m3;Ostluft
2020;8400_0310;Winterthur - Wülflingerstrasse 393;städtisch - verkehrsbelastet;2693540;1263540;409;NO2;Jahresmittel;NO2;24.74;µg/m3;Ostluft
2017;8400_0320;Winterthur - Terrassenweg;städtisch - Hintergrund;2693765;1263594;426;NO2;Jahresmittel;NO2;17.2;µg/m3;Ostluft
2018;8400_0320;Winterthur - Terrassenweg;städtisch - Hintergrund;2693765;1263594;426;NO2;Jahresmittel;NO2;16.45;µg/m3;Ostluft
2019;8400_0320;Winterthur - Terrassenweg;städtisch - Hintergrund;2693765;1263594;426;NO2;Jahresmittel;NO2;15.27;µg/m3;Ostluft
2017;8400_0330;Winterthur - St. Gallerstrasse 2;städtisch - verkehrsbelastet;2697547;1261637;444;NO2;Jahresmittel;NO2;36.54;µg/m3;Ostluft
2017;8400_0340;Winterthur - Mühlestrasse;städtisch - Hintergrund;2697556;1261462;443;NO2;Jahresmittel;NO2;16.46;µg/m3;Ostluft
2017;8400_0350;Winterthur - St. Gallerstrasse 39;städtisch - verkehrsbelastet;2697924;1261652;446;NO2;Jahresmittel;NO2;36.8;µg/m3;Ostluft
2018;8400_0350;Winterthur - St. Gallerstrasse 39;städtisch - verkehrsbelastet;2697924;1261652;446;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2019;8400_0350;Winterthur - St. Gallerstrasse 39;städtisch - verkehrsbelastet;2697924;1261652;446;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2020;8400_0350;Winterthur - St. Gallerstrasse 39;städtisch - verkehrsbelastet;2697924;1261652;446;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2021;8400_0350;Winterthur - St. Gallerstrasse 39;städtisch - verkehrsbelastet;2697924;1261652;446;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2022;8400_0350;Winterthur - St. Gallerstrasse 39;städtisch - verkehrsbelastet;2697924;1261652;446;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2023;8400_0350;Winterthur - St. Gallerstrasse 39;städtisch - verkehrsbelastet;2697924;1261652;446;NO2;Jahresmittel;NO2;24.14;µg/m3;Ostluft
2024;8400_0350;Winterthur - St. Gallerstrasse 39;städtisch - verkehrsbelastet;2697924;1261652;446;NO2;Jahresmittel;NO2;22.78;µg/m3;Ostluft
2017;8400_0360;Winterthur - Kanzleistrasse;städtisch - verkehrsbelastet;2699708;1259976;464;NO2;Jahresmittel;NO2;28.93;µg/m3;Ostluft
2018;8400_0360;Winterthur - Kanzleistrasse;städtisch - verkehrsbelastet;2699708;1259976;464;NO2;Jahresmittel;NO2;27.6;µg/m3;Ostluft
2019;8400_0360;Winterthur - Kanzleistrasse;städtisch - verkehrsbelastet;2699708;1259976;464;NO2;Jahresmittel;NO2;26.15;µg/m3;Ostluft
2020;8400_0360;Winterthur - Kanzleistrasse;städtisch - verkehrsbelastet;2699708;1259976;464;NO2;Jahresmittel;NO2;23.08;µg/m3;Ostluft
2017;8400_0370;Winterthur - Metzggasse;städtisch - Hintergrund;2697128;1261699;441;NO2;Jahresmittel;NO2;19.99;µg/m3;Ostluft
2018;8400_0370;Winterthur - Metzggasse;städtisch - Hintergrund;2697128;1261699;441;NO2;Jahresmittel;NO2;18.87;µg/m3;Ostluft
2019;8400_0370;Winterthur - Metzggasse;städtisch - Hintergrund;2697128;1261699;441;NO2;Jahresmittel;NO2;18;µg/m3;Ostluft
2020;8400_0380;Winterthur - Seenerstrasse;städtisch - verkehrsbelastet;2699700;1262050;452;NO2;Jahresmittel;NO2;23.86;µg/m3;Ostluft
2021;8400_0380;Winterthur - Seenerstrasse;städtisch - verkehrsbelastet;2699700;1262050;452;NO2;Jahresmittel;NO2;24.72;µg/m3;Ostluft
2020;8400_0400;Winterthur - Haltestelle Hegi;städtisch - verkehrsbelastet;2700217;1262011;460;NO2;Jahresmittel;NO2;15.75;µg/m3;Ostluft
2004;8442_0010;Hettlingen - Alte Schaffhauserstrasse;klein-/vorstädtisch - Hintergrund;2695621;1267010;441;NO2;Jahresmittel;NO2;21.66;µg/m3;Ostluft
2005;8442_0010;Hettlingen - Alte Schaffhauserstrasse;klein-/vorstädtisch - Hintergrund;2695621;1267010;441;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2006;8442_0010;Hettlingen - Alte Schaffhauserstrasse;klein-/vorstädtisch - Hintergrund;2695621;1267010;441;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2007;8442_0010;Hettlingen - Alte Schaffhauserstrasse;klein-/vorstädtisch - Hintergrund;2695621;1267010;441;NO2;Jahresmittel;NO2;22.39;µg/m3;Ostluft
2008;8442_0010;Hettlingen - Alte Schaffhauserstrasse;klein-/vorstädtisch - Hintergrund;2695621;1267010;441;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2009;8442_0010;Hettlingen - Alte Schaffhauserstrasse;klein-/vorstädtisch - Hintergrund;2695621;1267010;441;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2010;8442_0010;Hettlingen - Alte Schaffhauserstrasse;klein-/vorstädtisch - Hintergrund;2695621;1267010;441;NO2;Jahresmittel;NO2;21.47;µg/m3;Ostluft
2011;8442_0010;Hettlingen - Alte Schaffhauserstrasse;klein-/vorstädtisch - Hintergrund;2695621;1267010;441;NO2;Jahresmittel;NO2;21.95153229;µg/m3;Ostluft
2012;8442_0010;Hettlingen - Alte Schaffhauserstrasse;klein-/vorstädtisch - Hintergrund;2695621;1267010;441;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2013;8442_0010;Hettlingen - Alte Schaffhauserstrasse;klein-/vorstädtisch - Hintergrund;2695621;1267010;441;NO2;Jahresmittel;NO2;21.11;µg/m3;Ostluft
2014;8442_0010;Hettlingen - Alte Schaffhauserstrasse;klein-/vorstädtisch - Hintergrund;2695621;1267010;441;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2015;8442_0010;Hettlingen - Alte Schaffhauserstrasse;klein-/vorstädtisch - Hintergrund;2695621;1267010;441;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2016;8442_0010;Hettlingen - Alte Schaffhauserstrasse;klein-/vorstädtisch - Hintergrund;2695621;1267010;441;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2017;8442_0010;Hettlingen - Alte Schaffhauserstrasse;klein-/vorstädtisch - Hintergrund;2695621;1267010;441;NO2;Jahresmittel;NO2;18.01;µg/m3;Ostluft
2018;8442_0010;Hettlingen - Alte Schaffhauserstrasse;klein-/vorstädtisch - Hintergrund;2695621;1267010;441;NO2;Jahresmittel;NO2;17.14;µg/m3;Ostluft
2019;8442_0010;Hettlingen - Alte Schaffhauserstrasse;klein-/vorstädtisch - Hintergrund;2695621;1267010;441;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2020;8442_0010;Hettlingen - Alte Schaffhauserstrasse;klein-/vorstädtisch - Hintergrund;2695621;1267010;441;NO2;Jahresmittel;NO2;14.14;µg/m3;Ostluft
2021;8442_0010;Hettlingen - Alte Schaffhauserstrasse;klein-/vorstädtisch - Hintergrund;2695621;1267010;441;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2022;8442_0010;Hettlingen - Alte Schaffhauserstrasse;klein-/vorstädtisch - Hintergrund;2695621;1267010;441;NO2;Jahresmittel;NO2;12.59;µg/m3;Ostluft
2023;8442_0010;Hettlingen - Alte Schaffhauserstrasse;klein-/vorstädtisch - Hintergrund;2695621;1267010;441;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2024;8442_0010;Hettlingen - Alte Schaffhauserstrasse;klein-/vorstädtisch - Hintergrund;2695621;1267010;441;NO2;Jahresmittel;NO2;10.65;µg/m3;Ostluft
2021;8451_0010;Kleinandelfingen - Trottenweg;klein-/vorstädtisch - Hintergrund;2693600;1272807;365;NO2;Jahresmittel;NO2;12.69;µg/m3;Ostluft
2022;8451_0010;Kleinandelfingen - Trottenweg;klein-/vorstädtisch - Hintergrund;2693600;1272807;365;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2023;8451_0010;Kleinandelfingen - Trottenweg;klein-/vorstädtisch - Hintergrund;2693600;1272807;365;NO2;Jahresmittel;NO2;9.82;µg/m3;Ostluft
2011;8463_0020;Benken - Dorfplatz;klein-/vorstädtisch - verkehrsbelastet;2691266;1278780;420;NO2;Jahresmittel;NO2;20.44;µg/m3;Ostluft
2002;8488_0010;Turbenthal - Lindenweg 1;klein-/vorstädtisch - Hintergrund;2706353;1254882;551;NO2;Jahresmittel;NO2;17.799999239999998;µg/m3;Ostluft
2003;8488_0010;Turbenthal - Lindenweg 1;klein-/vorstädtisch - Hintergrund;2706353;1254882;551;NO2;Jahresmittel;NO2;19.76;µg/m3;Ostluft
2004;8488_0010;Turbenthal - Lindenweg 1;klein-/vorstädtisch - Hintergrund;2706353;1254882;551;NO2;Jahresmittel;NO2;17.78;µg/m3;Ostluft
2005;8488_0010;Turbenthal - Lindenweg 1;klein-/vorstädtisch - Hintergrund;2706353;1254882;551;NO2;Jahresmittel;NO2;19.21;µg/m3;Ostluft
2006;8488_0010;Turbenthal - Lindenweg 1;klein-/vorstädtisch - Hintergrund;2706353;1254882;551;NO2;Jahresmittel;NO2;20.2225;µg/m3;Ostluft
2007;8488_0010;Turbenthal - Lindenweg 1;klein-/vorstädtisch - Hintergrund;2706353;1254882;551;NO2;Jahresmittel;NO2;17.85;µg/m3;Ostluft
2008;8488_0010;Turbenthal - Lindenweg 1;klein-/vorstädtisch - Hintergrund;2706353;1254882;551;NO2;Jahresmittel;NO2;18.69678035;µg/m3;Ostluft
2009;8488_0010;Turbenthal - Lindenweg 1;klein-/vorstädtisch - Hintergrund;2706353;1254882;551;NO2;Jahresmittel;NO2;18.24694148;µg/m3;Ostluft
2010;8488_0010;Turbenthal - Lindenweg 1;klein-/vorstädtisch - Hintergrund;2706353;1254882;551;NO2;Jahresmittel;NO2;18.58;µg/m3;Ostluft
2011;8488_0010;Turbenthal - Lindenweg 1;klein-/vorstädtisch - Hintergrund;2706353;1254882;551;NO2;Jahresmittel;NO2;17.10593821;µg/m3;Ostluft
2012;8488_0010;Turbenthal - Lindenweg 1;klein-/vorstädtisch - Hintergrund;2706353;1254882;551;NO2;Jahresmittel;NO2;16.87;µg/m3;Ostluft
2013;8488_0010;Turbenthal - Lindenweg 1;klein-/vorstädtisch - Hintergrund;2706353;1254882;551;NO2;Jahresmittel;NO2;17.79;µg/m3;Ostluft
2014;8488_0010;Turbenthal - Lindenweg 1;klein-/vorstädtisch - Hintergrund;2706353;1254882;551;NO2;Jahresmittel;NO2;15.49;µg/m3;Ostluft
2015;8488_0010;Turbenthal - Lindenweg 1;klein-/vorstädtisch - Hintergrund;2706353;1254882;551;NO2;Jahresmittel;NO2;16.39;µg/m3;Ostluft
2016;8488_0010;Turbenthal - Lindenweg 1;klein-/vorstädtisch - Hintergrund;2706353;1254882;551;NO2;Jahresmittel;NO2;14.94;µg/m3;Ostluft
2017;8488_0010;Turbenthal - Lindenweg 1;klein-/vorstädtisch - Hintergrund;2706353;1254882;551;NO2;Jahresmittel;NO2;14.35;µg/m3;Ostluft
2018;8488_0010;Turbenthal - Lindenweg 1;klein-/vorstädtisch - Hintergrund;2706353;1254882;551;NO2;Jahresmittel;NO2;12.83;µg/m3;Ostluft
2019;8488_0010;Turbenthal - Lindenweg 1;klein-/vorstädtisch - Hintergrund;2706353;1254882;551;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2020;8488_0010;Turbenthal - Lindenweg 1;klein-/vorstädtisch - Hintergrund;2706353;1254882;551;NO2;Jahresmittel;NO2;10.77;µg/m3;Ostluft
2021;8488_0010;Turbenthal - Lindenweg 1;klein-/vorstädtisch - Hintergrund;2706353;1254882;551;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2022;8488_0010;Turbenthal - Lindenweg 1;klein-/vorstädtisch - Hintergrund;2706353;1254882;551;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2023;8488_0010;Turbenthal - Lindenweg 1;klein-/vorstädtisch - Hintergrund;2706353;1254882;551;NO2;Jahresmittel;NO2;9.14;µg/m3;Ostluft
2019;8488_0020;Turbenthal - Tablat;ländlich - Hintergrund;2707669;1252229;646;NO2;Jahresmittel;NO2;5.731056199;µg/m3;Ostluft
2020;8488_0020;Turbenthal - Tablat;ländlich - Hintergrund;2707669;1252229;646;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2021;8488_0020;Turbenthal - Tablat;ländlich - Hintergrund;2707669;1252229;646;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2022;8488_0020;Turbenthal - Tablat;ländlich - Hintergrund;2707669;1252229;646;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2023;8488_0020;Turbenthal - Tablat;ländlich - Hintergrund;2707669;1252229;646;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2024;8488_0020;Turbenthal - Tablat;ländlich - Hintergrund;2707669;1252229;646;NO2;Jahresmittel;NO2;4.5;µg/m3;Ostluft
2019;8604_0010;Hegnau - Kreisel;klein-/vorstädtisch - verkehrsbelastet;2693508;1249425;459;NO2;Jahresmittel;NO2;30;µg/m3;Ostluft
2002;8610_0010;Uster - Stadthaus;städtisch - Hintergrund;2696738;1244952;464;NO2;Jahresmittel;NO2;26.89999962;µg/m3;Ostluft
2003;8610_0010;Uster - Stadthaus;städtisch - Hintergrund;2696738;1244952;464;NO2;Jahresmittel;NO2;31.23;µg/m3;Ostluft
2004;8610_0010;Uster - Stadthaus;städtisch - Hintergrund;2696738;1244952;464;NO2;Jahresmittel;NO2;28.56276917;µg/m3;Ostluft
2005;8610_0010;Uster - Stadthaus;städtisch - Hintergrund;2696738;1244952;464;NO2;Jahresmittel;NO2;28.85;µg/m3;Ostluft
2006;8610_0010;Uster - Stadthaus;städtisch - Hintergrund;2696738;1244952;464;NO2;Jahresmittel;NO2;30.756;µg/m3;Ostluft
2007;8610_0010;Uster - Stadthaus;städtisch - Hintergrund;2696738;1244952;464;NO2;Jahresmittel;NO2;28.04;µg/m3;Ostluft
2008;8610_0010;Uster - Stadthaus;städtisch - Hintergrund;2696738;1244952;464;NO2;Jahresmittel;NO2;28.38364753;µg/m3;Ostluft
2009;8610_0010;Uster - Stadthaus;städtisch - Hintergrund;2696738;1244952;464;NO2;Jahresmittel;NO2;28.03438905;µg/m3;Ostluft
2010;8610_0010;Uster - Stadthaus;städtisch - Hintergrund;2696738;1244952;464;NO2;Jahresmittel;NO2;29.23;µg/m3;Ostluft
2011;8610_0010;Uster - Stadthaus;städtisch - Hintergrund;2696738;1244952;464;NO2;Jahresmittel;NO2;25.1113079;µg/m3;Ostluft
2012;8610_0010;Uster - Stadthaus;städtisch - Hintergrund;2696738;1244952;464;NO2;Jahresmittel;NO2;25.42;µg/m3;Ostluft
2013;8610_0010;Uster - Stadthaus;städtisch - Hintergrund;2696738;1244952;464;NO2;Jahresmittel;NO2;27.31;µg/m3;Ostluft
2014;8610_0010;Uster - Stadthaus;städtisch - Hintergrund;2696738;1244952;464;NO2;Jahresmittel;NO2;24.18;µg/m3;Ostluft
2015;8610_0010;Uster - Stadthaus;städtisch - Hintergrund;2696738;1244952;464;NO2;Jahresmittel;NO2;25.95;µg/m3;Ostluft
2016;8610_0010;Uster - Stadthaus;städtisch - Hintergrund;2696738;1244952;464;NO2;Jahresmittel;NO2;24.07;µg/m3;Ostluft
