year;pollutant;geodb_oid;gemeindename;population_weighted_mean;unit;source
2015;NO2;3075;Nürensdorf;19.840553517555875;μg/m3;BAFU & BFS
2015;NO2;3076;Oberembrach;18.123767971447162;μg/m3;BAFU & BFS
2015;NO2;3077;Opfikon;29.43752615038223;μg/m3;BAFU & BFS
2015;NO2;3078;Rafz;15.50262913409305;μg/m3;BAFU & BFS
2015;NO2;3079;Rorbas;17.905625510872973;μg/m3;BAFU & BFS
2015;NO2;3080;Wallisellen;28.78065375246881;μg/m3;BAFU & BFS
2015;NO2;3081;Wasterkingen;14.18517625352683;μg/m3;BAFU & BFS
2015;NO2;3082;Wil (ZH);14.465306910056164;μg/m3;BAFU & BFS
2015;NO2;3083;Winkel;18.78837983850201;μg/m3;BAFU & BFS
2015;NO2;3084;Bachs;14.66187364024085;μg/m3;BAFU & BFS
2015;NO2;3085;Boppelsen;17.219442774026135;μg/m3;BAFU & BFS
2015;NO2;3086;Buchs (ZH);20.61596643751946;μg/m3;BAFU & BFS
2015;NO2;3087;Dällikon;21.09025696314798;μg/m3;BAFU & BFS
2015;NO2;3088;Dänikon;19.122273603149544;μg/m3;BAFU & BFS
2015;NO2;3089;Dielsdorf;20.057066917094723;μg/m3;BAFU & BFS
2015;NO2;3090;Hüttikon;18.940327168051006;μg/m3;BAFU & BFS
2015;NO2;3091;Neerach;17.070375675216635;μg/m3;BAFU & BFS
2015;NO2;3092;Niederglatt;18.930431718589304;μg/m3;BAFU & BFS
2015;NO2;3093;Niederhasli;19.632335517164353;μg/m3;BAFU & BFS
2015;NO2;3094;Niederweningen;16.958402098930556;μg/m3;BAFU & BFS
2015;NO2;3095;Oberglatt;20.412575769860613;μg/m3;BAFU & BFS
2015;NO2;3096;Oberweningen;17.1533652356095;μg/m3;BAFU & BFS
2015;NO2;3097;Otelfingen;19.808632654398284;μg/m3;BAFU & BFS
2015;NO2;3098;Regensberg;16.47853598379551;μg/m3;BAFU & BFS
2015;NO2;3099;Regensdorf;23.279987269153832;μg/m3;BAFU & BFS
2015;NO2;3100;Rümlang;21.8166950340227;μg/m3;BAFU & BFS
2015;NO2;3101;Schleinikon;16.100378215312958;μg/m3;BAFU & BFS
2015;NO2;3102;Schöfflisdorf;17.169215178063354;μg/m3;BAFU & BFS
2015;NO2;3103;Stadel;15.441795855143605;μg/m3;BAFU & BFS
2015;NO2;3104;Steinmaur;18.211572305315492;μg/m3;BAFU & BFS
2015;NO2;3105;Weiach;15.190429394218055;μg/m3;BAFU & BFS
2015;NO2;3106;Bäretswil;14.53681954172659;μg/m3;BAFU & BFS
2015;NO2;3107;Bubikon;18.487822432861766;μg/m3;BAFU & BFS
2015;NO2;3108;Dürnten;18.786401994312254;μg/m3;BAFU & BFS
2015;NO2;3109;Fischenthal;12.017872118238193;μg/m3;BAFU & BFS
2015;NO2;3110;Gossau (ZH);19.245260507682367;μg/m3;BAFU & BFS
2015;NO2;3111;Grüningen;18.272185131126886;μg/m3;BAFU & BFS
2015;NO2;3112;Hinwil;17.865789056328566;μg/m3;BAFU & BFS
2015;NO2;3113;Rüti (ZH);19.612504948135665;μg/m3;BAFU & BFS
2015;NO2;3114;Seegräben;19.09345021278365;μg/m3;BAFU & BFS
2015;NO2;3115;Wald (ZH);16.351466766133143;μg/m3;BAFU & BFS
2015;NO2;3116;Wetzikon (ZH);21.169763841958044;μg/m3;BAFU & BFS
2015;NO2;3117;Adliswil;21.94563679965113;μg/m3;BAFU & BFS
2015;NO2;3118;Kilchberg (ZH);22.61372798035947;μg/m3;BAFU & BFS
2015;NO2;3119;Langnau am Albis;19.133308520151857;μg/m3;BAFU & BFS
2015;NO2;3120;Oberrieden;21.150227762625317;μg/m3;BAFU & BFS
2015;NO2;3121;Richterswil;20.977131568371853;μg/m3;BAFU & BFS
2015;NO2;3122;Rüschlikon;23.04967320735405;μg/m3;BAFU & BFS
2015;NO2;3123;Thalwil;22.85852389656289;μg/m3;BAFU & BFS
2015;NO2;3124;Altikon;16.246904835082734;μg/m3;BAFU & BFS
2015;NO2;3125;Brütten;17.736438695730776;μg/m3;BAFU & BFS
2015;NO2;3126;Dägerlen;15.432681163843128;μg/m3;BAFU & BFS
2015;NO2;3127;Dättlikon;16.627996222947232;μg/m3;BAFU & BFS
2015;NO2;3128;Dinhard;16.18203652077373;μg/m3;BAFU & BFS
2015;NO2;3129;Erlenbach (ZH);20.539969306664787;μg/m3;BAFU & BFS
2015;NO2;3130;Herrliberg;19.36273613334262;μg/m3;BAFU & BFS
2015;NO2;3131;Hombrechtikon;18.694928412824364;μg/m3;BAFU & BFS
2015;NO2;3132;Küsnacht (ZH);20.558737614478698;μg/m3;BAFU & BFS
2015;NO2;3133;Männedorf;20.124487120273287;μg/m3;BAFU & BFS
2015;NO2;3134;Meilen;21.250340899684716;μg/m3;BAFU & BFS
2015;NO2;3135;Oetwil am See;19.310201477564906;μg/m3;BAFU & BFS
2015;NO2;3136;Stäfa;19.505026248422;μg/m3;BAFU & BFS
2015;NO2;3137;Uetikon am See;19.376827548989606;μg/m3;BAFU & BFS
2015;NO2;3138;Zumikon;19.733078405979448;μg/m3;BAFU & BFS
2015;NO2;3139;Zollikon;21.003843638112155;μg/m3;BAFU & BFS
2015;NO2;3140;Fehraltorf;19.88698875483921;μg/m3;BAFU & BFS
2015;NO2;3141;Hittnau;15.602266546267195;μg/m3;BAFU & BFS
2015;NO2;3142;Lindau;24.440192169632414;μg/m3;BAFU & BFS
2015;NO2;3143;Pfäffikon;19.13242693945813;μg/m3;BAFU & BFS
2015;NO2;3144;Russikon;16.11543778369301;μg/m3;BAFU & BFS
2015;NO2;3145;Weisslingen;15.666141063348483;μg/m3;BAFU & BFS
2015;NO2;3146;Wila;15.017708336376122;μg/m3;BAFU & BFS
2015;NO2;3147;Wildberg;13.615242402048876;μg/m3;BAFU & BFS
2015;NO2;3148;Dübendorf;24.511267934679292;μg/m3;BAFU & BFS
2015;NO2;3149;Egg;18.95035607105062;μg/m3;BAFU & BFS
2015;NO2;3150;Fällanden;20.930434155589793;μg/m3;BAFU & BFS
2015;NO2;3151;Greifensee;20.562530383192705;μg/m3;BAFU & BFS
2015;NO2;3152;Maur;18.893376978654576;μg/m3;BAFU & BFS
2015;NO2;3153;Mönchaltorf;19.15932531777667;μg/m3;BAFU & BFS
2015;NO2;3154;Mönchaltorf;17.141586705258018;μg/m3;BAFU & BFS
2015;NO2;3155;Schwerzenbach;21.84617932730094;μg/m3;BAFU & BFS
2015;NO2;3156;Uster;21.500845872919523;μg/m3;BAFU & BFS
2015;NO2;3157;Volketswil;22.367080403896733;μg/m3;BAFU & BFS
2015;NO2;3158;Wangen-Brüttisellen;28.190824302602977;μg/m3;BAFU & BFS
2015;NO2;3159;Ellikon an der Thur;17.24472166340003;μg/m3;BAFU & BFS
2015;NO2;3160;Elsau;17.476601113372134;μg/m3;BAFU & BFS
2015;NO2;3161;Hagenbuch;16.062267945737254;μg/m3;BAFU & BFS
2015;NO2;3162;Hettlingen;17.028890900390664;μg/m3;BAFU & BFS
2015;NO2;3163;Neftenbach;17.87399164149762;μg/m3;BAFU & BFS
2015;NO2;3164;Pfungen;19.491971952520757;μg/m3;BAFU & BFS
2015;NO2;3165;Rickenbach (ZH);18.798541030313995;μg/m3;BAFU & BFS
2015;NO2;3166;Schlatt (ZH);13.9690937221129;μg/m3;BAFU & BFS
2015;NO2;3167;Seuzach;20.276914653471717;μg/m3;BAFU & BFS
2015;NO2;3168;Turbenthal;14.394289330754042;μg/m3;BAFU & BFS
2015;NO2;3169;Winterthur;21.39666815225384;μg/m3;BAFU & BFS
2015;NO2;3170;Zell (ZH);15.874626319871833;μg/m3;BAFU & BFS
2015;NO2;3171;Aesch (ZH);20.381754872812746;μg/m3;BAFU & BFS
2015;NO2;3172;Birmensdorf (ZH);21.91679211809432;μg/m3;BAFU & BFS
2015;NO2;3173;Dietikon;23.629167753280484;μg/m3;BAFU & BFS
2015;NO2;3174;Geroldswil;29.299495567259243;μg/m3;BAFU & BFS
2015;NO2;3175;Oberengstringen;24.74427688306532;μg/m3;BAFU & BFS
2015;NO2;3176;Oetwil an der Limmat;23.96012889071771;μg/m3;BAFU & BFS
2015;NO2;3177;Schlieren;23.903344240997942;μg/m3;BAFU & BFS
2015;NO2;3178;Uitikon;20.197444034966033;μg/m3;BAFU & BFS
2015;NO2;3179;Unterengstringen;27.80506841673959;μg/m3;BAFU & BFS
2015;NO2;3180;Urdorf;22.97889453417137;μg/m3;BAFU & BFS
2015;NO2;3181;Weiningen (ZH);26.77292146176086;μg/m3;BAFU & BFS
2015;NO2;3182;Zürich;25.880653299806962;μg/m3;BAFU & BFS
2015;NO2;3183;Andelfingen;16.02195020496863;μg/m3;BAFU & BFS
2015;NO2;3184;Stammheim;14.673785465810774;μg/m3;BAFU & BFS
2015;NO2;3185;Wädenswil;19.085315105277598;μg/m3;BAFU & BFS
2015;NO2;3186;Elgg;15.067555202926313;μg/m3;BAFU & BFS
2015;NO2;3187;Horgen;21.806755858508094;μg/m3;BAFU & BFS
2015;NO2;3188;Illnau-Effretikon;20.930687731091734;μg/m3;BAFU & BFS
2015;NO2;3189;Bauma;14.155339478680407;μg/m3;BAFU & BFS
2015;NO2;3190;Wiesendangen;19.31187798537155;μg/m3;BAFU & BFS
2015;NO2;3191;NA;21.49309523055711;μg/m3;BAFU & BFS
2015;NO2;3192;NA;18.228487014770508;μg/m3;BAFU & BFS
2015;NO2;3194;Aeugst am Albis;15.28707316024612;μg/m3;BAFU & BFS
2015;NO2;3195;Affoltern am Albis;20.882480151782865;μg/m3;BAFU & BFS
2015;NO2;3196;Bonstetten;18.76171753796318;μg/m3;BAFU & BFS
2015;NO2;3197;Hausen am Albis;16.32364535168983;μg/m3;BAFU & BFS
2015;NO2;3198;Hedingen;19.403061119578055;μg/m3;BAFU & BFS
2015;NO2;3199;Kappel am Albis;16.9917652359227;μg/m3;BAFU & BFS
2015;NO2;3200;Knonau;20.92130317543218;μg/m3;BAFU & BFS
2015;NO2;3201;Maschwanden;17.883625218607428;μg/m3;BAFU & BFS
2015;NO2;3202;Mettmenstetten;19.840903292915154;μg/m3;BAFU & BFS
2015;NO2;3203;Obfelden;19.432251539933613;μg/m3;BAFU & BFS
2015;NO2;3204;Ottenbach;19.738195385172208;μg/m3;BAFU & BFS
2015;NO2;3205;Rifferswil;16.48023235687707;μg/m3;BAFU & BFS
2015;NO2;3206;Stallikon;19.34786808314046;μg/m3;BAFU & BFS
2015;NO2;3207;Wettswil am Albis;21.409366504123092;μg/m3;BAFU & BFS
2015;NO2;3208;Benken (ZH);15.641589194330676;μg/m3;BAFU & BFS
2015;NO2;3209;Berg am Irchel;15.195732917722696;μg/m3;BAFU & BFS
2015;NO2;3210;Buch am Irchel;14.59388139361889;μg/m3;BAFU & BFS
2015;NO2;3211;Dachsen;15.692316990825136;μg/m3;BAFU & BFS
2015;NO2;3212;Dorf;15.40346131725281;μg/m3;BAFU & BFS
2015;NO2;3213;Feuerthalen;16.869735606676123;μg/m3;BAFU & BFS
2015;NO2;3214;Flaach;16.285856150738095;μg/m3;BAFU & BFS
2015;NO2;3215;Flurlingen;18.324307859687963;μg/m3;BAFU & BFS
2015;NO2;3216;Henggart;16.19964047837648;μg/m3;BAFU & BFS
2015;NO2;3217;Kleinandelfingen;17.01106976149104;μg/m3;BAFU & BFS
2015;NO2;3218;Laufen-Uhwiesen;15.771219887917207;μg/m3;BAFU & BFS
2015;NO2;3219;Marthalen;15.392401320835257;μg/m3;BAFU & BFS
2015;NO2;3220;Ossingen;15.850266511623676;μg/m3;BAFU & BFS
2015;NO2;3221;Rheinau;15.055485342346053;μg/m3;BAFU & BFS
2015;NO2;3222;Thalheim an der Thur;15.480106588738343;μg/m3;BAFU & BFS
2015;NO2;3223;Trüllikon;15.105127677623193;μg/m3;BAFU & BFS
2015;NO2;3224;Truttikon;14.398388089631734;μg/m3;BAFU & BFS
2015;NO2;3225;Volken;15.99096165264354;μg/m3;BAFU & BFS
2015;NO2;3226;Bachenbülach;19.301526222135163;μg/m3;BAFU & BFS
2015;NO2;3227;Bassersdorf;22.531267488575917;μg/m3;BAFU & BFS
2015;NO2;3228;Bülach;19.821663680929156;μg/m3;BAFU & BFS
2015;NO2;3229;Dietlikon;24.96020725550109;μg/m3;BAFU & BFS
2015;NO2;3230;Eglisau;17.48812002094965;μg/m3;BAFU & BFS
2015;NO2;3231;Embrach;19.42931165389706;μg/m3;BAFU & BFS
2015;NO2;3232;Freienstein-Teufen;17.142760673084773;μg/m3;BAFU & BFS
2015;NO2;3233;Glattfelden;15.641690013008256;μg/m3;BAFU & BFS
2015;NO2;3234;Glattfelden;14.962038040161133;μg/m3;BAFU & BFS
2015;NO2;3235;Hochfelden;16.870951810757678;μg/m3;BAFU & BFS
2015;NO2;3236;Höri;19.74933769609835;μg/m3;BAFU & BFS
2015;NO2;3237;Hüntwangen;15.009061451745174;μg/m3;BAFU & BFS
2015;NO2;3238;Kloten;25.132369084039773;μg/m3;BAFU & BFS
2015;NO2;3239;Lufingen;19.587483049587476;μg/m3;BAFU & BFS
2015;PM10;3075;Nürensdorf;13.159977018909062;μg/m3;BAFU & BFS
2015;PM10;3076;Oberembrach;12.537220336271881;μg/m3;BAFU & BFS
2015;PM10;3077;Opfikon;16.039636156244715;μg/m3;BAFU & BFS
2015;PM10;3078;Rafz;12.456977052710421;μg/m3;BAFU & BFS
2015;PM10;3079;Rorbas;13.08320793397638;μg/m3;BAFU & BFS
2015;PM10;3080;Wallisellen;15.92446060323403;μg/m3;BAFU & BFS
2015;PM10;3081;Wasterkingen;11.905373020737999;μg/m3;BAFU & BFS
2015;PM10;3082;Wil (ZH);12.054698364071328;μg/m3;BAFU & BFS
2015;PM10;3083;Winkel;12.982471018082286;μg/m3;BAFU & BFS
2015;PM10;3084;Bachs;11.850574958968807;μg/m3;BAFU & BFS
2015;PM10;3085;Boppelsen;12.45123047489352;μg/m3;BAFU & BFS
2015;PM10;3086;Buchs (ZH);13.845734391335654;μg/m3;BAFU & BFS
2015;PM10;3087;Dällikon;13.78943557821077;μg/m3;BAFU & BFS
2015;PM10;3088;Dänikon;13.354683557977873;μg/m3;BAFU & BFS
2015;PM10;3089;Dielsdorf;13.514050585337955;μg/m3;BAFU & BFS
2015;PM10;3090;Hüttikon;13.426309702215486;μg/m3;BAFU & BFS
2015;PM10;3091;Neerach;12.72280371220822;μg/m3;BAFU & BFS
2015;PM10;3092;Niederglatt;13.50920245886462;μg/m3;BAFU & BFS
2015;PM10;3093;Niederhasli;13.69012756478971;μg/m3;BAFU & BFS
2015;PM10;3094;Niederweningen;12.618024477323118;μg/m3;BAFU & BFS
2015;PM10;3095;Oberglatt;13.82597378581349;μg/m3;BAFU & BFS
2015;PM10;3096;Oberweningen;12.682086129333205;μg/m3;BAFU & BFS
2015;PM10;3097;Otelfingen;13.636207271864679;μg/m3;BAFU & BFS
2015;PM10;3098;Regensberg;12.137715540434185;μg/m3;BAFU & BFS
2015;PM10;3099;Regensdorf;14.415043180187544;μg/m3;BAFU & BFS
2015;PM10;3100;Rümlang;14.137194538030903;μg/m3;BAFU & BFS
2015;PM10;3101;Schleinikon;12.261911628246308;μg/m3;BAFU & BFS
2015;PM10;3102;Schöfflisdorf;12.636436953013341;μg/m3;BAFU & BFS
2015;PM10;3103;Stadel;12.266895378741136;μg/m3;BAFU & BFS
2015;PM10;3104;Steinmaur;12.956816231446458;μg/m3;BAFU & BFS
2015;PM10;3105;Weiach;12.14854243194515;μg/m3;BAFU & BFS
2015;PM10;3106;Bäretswil;11.148703969862634;μg/m3;BAFU & BFS
2015;PM10;3107;Bubikon;13.466931919095178;μg/m3;BAFU & BFS
2015;PM10;3108;Dürnten;13.488147519654943;μg/m3;BAFU & BFS
2015;PM10;3109;Fischenthal;10.267871444102742;μg/m3;BAFU & BFS
2015;PM10;3110;Gossau (ZH);13.279834305953358;μg/m3;BAFU & BFS
2015;PM10;3111;Grüningen;13.488182263489398;μg/m3;BAFU & BFS
2015;PM10;3112;Hinwil;13.227450788689817;μg/m3;BAFU & BFS
2015;PM10;3113;Rüti (ZH);13.877472616162766;μg/m3;BAFU & BFS
2015;PM10;3114;Seegräben;12.635126820844205;μg/m3;BAFU & BFS
2015;PM10;3115;Wald (ZH);12.583819736377505;μg/m3;BAFU & BFS
2015;PM10;3116;Wetzikon (ZH);13.484213485914246;μg/m3;BAFU & BFS
2015;PM10;3117;Adliswil;14.076055316919026;μg/m3;BAFU & BFS
2015;PM10;3118;Kilchberg (ZH);14.046445667813071;μg/m3;BAFU & BFS
2015;PM10;3119;Langnau am Albis;13.451735929555225;μg/m3;BAFU & BFS
2015;PM10;3120;Oberrieden;14.629838852402322;μg/m3;BAFU & BFS
2015;PM10;3121;Richterswil;14.245974702971333;μg/m3;BAFU & BFS
2015;PM10;3122;Rüschlikon;14.462421524958101;μg/m3;BAFU & BFS
2015;PM10;3123;Thalwil;14.669985096098602;μg/m3;BAFU & BFS
2015;PM10;3124;Altikon;12.405984482004817;μg/m3;BAFU & BFS
2015;PM10;3125;Brütten;12.294570049590613;μg/m3;BAFU & BFS
2015;PM10;3126;Dägerlen;12.03163930920587;μg/m3;BAFU & BFS
2015;PM10;3127;Dättlikon;12.525589914732082;μg/m3;BAFU & BFS
2015;PM10;3128;Dinhard;12.285069335932487;μg/m3;BAFU & BFS
2015;PM10;3129;Erlenbach (ZH);13.974761404664326;μg/m3;BAFU & BFS
2015;PM10;3130;Herrliberg;13.852016918786969;μg/m3;BAFU & BFS
2015;PM10;3131;Hombrechtikon;13.673512177089291;μg/m3;BAFU & BFS
2015;PM10;3132;Küsnacht (ZH);13.636618175160464;μg/m3;BAFU & BFS
2015;PM10;3133;Männedorf;14.28067468955503;μg/m3;BAFU & BFS
2015;PM10;3134;Meilen;14.438687573289318;μg/m3;BAFU & BFS
2015;PM10;3135;Oetwil am See;13.527248457746754;μg/m3;BAFU & BFS
2015;PM10;3136;Stäfa;14.036133455827477;μg/m3;BAFU & BFS
2015;PM10;3137;Uetikon am See;13.950321249433092;μg/m3;BAFU & BFS
2015;PM10;3138;Zumikon;12.468883911521402;μg/m3;BAFU & BFS
2015;PM10;3139;Zollikon;13.412985252085097;μg/m3;BAFU & BFS
2015;PM10;3140;Fehraltorf;13.05161084219877;μg/m3;BAFU & BFS
2015;PM10;3141;Hittnau;11.553582864695365;μg/m3;BAFU & BFS
2015;PM10;3142;Lindau;13.865869914844842;μg/m3;BAFU & BFS
2015;PM10;3143;Pfäffikon;12.86629079707385;μg/m3;BAFU & BFS
2015;PM10;3144;Russikon;11.809739157103435;μg/m3;BAFU & BFS
2015;PM10;3145;Weisslingen;11.736587133731218;μg/m3;BAFU & BFS
2015;PM10;3146;Wila;11.621254290621588;μg/m3;BAFU & BFS
2015;PM10;3147;Wildberg;11.150041108583881;μg/m3;BAFU & BFS
2015;PM10;3148;Dübendorf;14.860994453125432;μg/m3;BAFU & BFS
2015;PM10;3149;Egg;12.841144890904822;μg/m3;BAFU & BFS
2015;PM10;3150;Fällanden;13.175746326542356;μg/m3;BAFU & BFS
2015;PM10;3151;Greifensee;13.714710921565729;μg/m3;BAFU & BFS
2015;PM10;3152;Maur;12.38430678072349;μg/m3;BAFU & BFS
2015;PM10;3153;Mönchaltorf;12.989054998291422;μg/m3;BAFU & BFS
2015;PM10;3154;Mönchaltorf;12.261607044621519;μg/m3;BAFU & BFS
2015;PM10;3155;Schwerzenbach;14.112692098296481;μg/m3;BAFU & BFS
2015;PM10;3156;Uster;13.75414887481108;μg/m3;BAFU & BFS
2015;PM10;3157;Volketswil;13.858847858589314;μg/m3;BAFU & BFS
2015;PM10;3158;Wangen-Brüttisellen;15.495788245647164;μg/m3;BAFU & BFS
2015;PM10;3159;Ellikon an der Thur;12.676234896799151;μg/m3;BAFU & BFS
2015;PM10;3160;Elsau;12.783635560817983;μg/m3;BAFU & BFS
2015;PM10;3161;Hagenbuch;11.9638245116321;μg/m3;BAFU & BFS
2015;PM10;3162;Hettlingen;12.740271326192875;μg/m3;BAFU & BFS
2015;PM10;3163;Neftenbach;12.906955190546777;μg/m3;BAFU & BFS
2015;PM10;3164;Pfungen;13.34117021425004;μg/m3;BAFU & BFS
2015;PM10;3165;Rickenbach (ZH);12.9109147198581;μg/m3;BAFU & BFS
2015;PM10;3166;Schlatt (ZH);11.172006855237752;μg/m3;BAFU & BFS
2015;PM10;3167;Seuzach;13.238336870789825;μg/m3;BAFU & BFS
2015;PM10;3168;Turbenthal;11.597690923333007;μg/m3;BAFU & BFS
2015;PM10;3169;Winterthur;13.707296856336889;μg/m3;BAFU & BFS
2015;PM10;3170;Zell (ZH);12.142299269958873;μg/m3;BAFU & BFS
2015;PM10;3171;Aesch (ZH);13.113677683801027;μg/m3;BAFU & BFS
2015;PM10;3172;Birmensdorf (ZH);13.839493396053394;μg/m3;BAFU & BFS
2015;PM10;3173;Dietikon;15.41278782172024;μg/m3;BAFU & BFS
2015;PM10;3174;Geroldswil;15.679523983744325;μg/m3;BAFU & BFS
2015;PM10;3175;Oberengstringen;14.897964126757307;μg/m3;BAFU & BFS
2015;PM10;3176;Oetwil an der Limmat;14.665249016743095;μg/m3;BAFU & BFS
2015;PM10;3177;Schlieren;15.514138712471985;μg/m3;BAFU & BFS
2015;PM10;3178;Uitikon;13.236549565379283;μg/m3;BAFU & BFS
2015;PM10;3179;Unterengstringen;15.050190461252438;μg/m3;BAFU & BFS
2015;PM10;3180;Urdorf;14.772849758658925;μg/m3;BAFU & BFS
2015;PM10;3181;Weiningen (ZH);14.95347918217654;μg/m3;BAFU & BFS
2015;PM10;3182;Zürich;14.932781064860357;μg/m3;BAFU & BFS
2015;PM10;3183;Andelfingen;12.496437680325437;μg/m3;BAFU & BFS
2015;PM10;3184;Stammheim;12.108960357005675;μg/m3;BAFU & BFS
2015;PM10;3185;Wädenswil;13.851134267013189;μg/m3;BAFU & BFS
2015;PM10;3186;Elgg;12.053787696206916;μg/m3;BAFU & BFS
2015;PM10;3187;Horgen;14.410512779413354;μg/m3;BAFU & BFS
2015;PM10;3188;Illnau-Effretikon;13.41949576266601;μg/m3;BAFU & BFS
2015;PM10;3189;Bauma;11.102670328875622;μg/m3;BAFU & BFS
2015;PM10;3190;Wiesendangen;13.031983251254562;μg/m3;BAFU & BFS
2015;PM10;3191;NA;14.252452029122246;μg/m3;BAFU & BFS
2015;PM10;3192;NA;12.719352722167969;μg/m3;BAFU & BFS
2015;PM10;3194;Aeugst am Albis;12.37719569067539;μg/m3;BAFU & BFS
2015;PM10;3195;Affoltern am Albis;14.318449353573723;μg/m3;BAFU & BFS
2015;PM10;3196;Bonstetten;13.175328627101655;μg/m3;BAFU & BFS
2015;PM10;3197;Hausen am Albis;12.745674407251595;μg/m3;BAFU & BFS
2015;PM10;3198;Hedingen;13.602023176961533;μg/m3;BAFU & BFS
2015;PM10;3199;Kappel am Albis;13.042051498042163;μg/m3;BAFU & BFS
2015;PM10;3200;Knonau;14.1818352220633;μg/m3;BAFU & BFS
2015;PM10;3201;Maschwanden;13.847093714403997;μg/m3;BAFU & BFS
2015;PM10;3202;Mettmenstetten;14.040225748202488;μg/m3;BAFU & BFS
2015;PM10;3203;Obfelden;14.119997699747406;μg/m3;BAFU & BFS
2015;PM10;3204;Ottenbach;14.244978856483787;μg/m3;BAFU & BFS
2015;PM10;3205;Rifferswil;12.878209689628616;μg/m3;BAFU & BFS
2015;PM10;3206;Stallikon;13.061499470044161;μg/m3;BAFU & BFS
2015;PM10;3207;Wettswil am Albis;13.438545991429441;μg/m3;BAFU & BFS
2015;PM10;3208;Benken (ZH);12.258321746738478;μg/m3;BAFU & BFS
2015;PM10;3209;Berg am Irchel;12.148650932626756;μg/m3;BAFU & BFS
2015;PM10;3210;Buch am Irchel;11.756166859779086;μg/m3;BAFU & BFS
2015;PM10;3211;Dachsen;12.403576339431327;μg/m3;BAFU & BFS
2015;PM10;3212;Dorf;12.216906615558026;μg/m3;BAFU & BFS
2015;PM10;3213;Feuerthalen;12.538187650831699;μg/m3;BAFU & BFS
2015;PM10;3214;Flaach;12.581685226339303;μg/m3;BAFU & BFS
2015;PM10;3215;Flurlingen;13.233954069187837;μg/m3;BAFU & BFS
2015;PM10;3216;Henggart;12.437345223597797;μg/m3;BAFU & BFS
2015;PM10;3217;Kleinandelfingen;12.862937578779306;μg/m3;BAFU & BFS
2015;PM10;3218;Laufen-Uhwiesen;12.108405570477832;μg/m3;BAFU & BFS
2015;PM10;3219;Marthalen;12.480050714544975;μg/m3;BAFU & BFS
2015;PM10;3220;Ossingen;12.461158755716387;μg/m3;BAFU & BFS
2015;PM10;3221;Rheinau;12.155120505507522;μg/m3;BAFU & BFS
2015;PM10;3222;Thalheim an der Thur;12.262469877016532;μg/m3;BAFU & BFS
2015;PM10;3223;Trüllikon;12.051827209090083;μg/m3;BAFU & BFS
2015;PM10;3224;Truttikon;11.865530303151983;μg/m3;BAFU & BFS
2015;PM10;3225;Volken;12.42294833800372;μg/m3;BAFU & BFS
2015;PM10;3226;Bachenbülach;13.504690308940367;μg/m3;BAFU & BFS
2015;PM10;3227;Bassersdorf;14.415835477680085;μg/m3;BAFU & BFS
2015;PM10;3228;Bülach;13.96674650387117;μg/m3;BAFU & BFS
2015;PM10;3229;Dietlikon;15.132502370358694;μg/m3;BAFU & BFS
2015;PM10;3230;Eglisau;12.928983084928422;μg/m3;BAFU & BFS
2015;PM10;3231;Embrach;13.453562017632427;μg/m3;BAFU & BFS
2015;PM10;3232;Freienstein-Teufen;13.033778296934592;μg/m3;BAFU & BFS
2015;PM10;3233;Glattfelden;12.450997403298853;μg/m3;BAFU & BFS
2015;PM10;3234;Glattfelden;11.982794761657715;μg/m3;BAFU & BFS
2015;PM10;3235;Hochfelden;12.858713184339532;μg/m3;BAFU & BFS
2015;PM10;3236;Höri;13.597396429594573;μg/m3;BAFU & BFS
2015;PM10;3237;Hüntwangen;12.121169103386359;μg/m3;BAFU & BFS
2015;PM10;3238;Kloten;14.812922043792083;μg/m3;BAFU & BFS
2015;PM10;3239;Lufingen;12.824769105525375;μg/m3;BAFU & BFS
2015;PM2.5;3075;Nürensdorf;9.757839082825805;μg/m3;BAFU & BFS
2015;PM2.5;3076;Oberembrach;9.468781719050709;μg/m3;BAFU & BFS
2015;PM2.5;3077;Opfikon;11.193658306710391;μg/m3;BAFU & BFS
2015;PM2.5;3078;Rafz;9.341384535250457;μg/m3;BAFU & BFS
2015;PM2.5;3079;Rorbas;9.70365377170863;μg/m3;BAFU & BFS
2015;PM2.5;3080;Wallisellen;11.121579837709861;μg/m3;BAFU & BFS
2015;PM2.5;3081;Wasterkingen;9.115540873941951;μg/m3;BAFU & BFS
2015;PM2.5;3082;Wil (ZH);9.197133245269315;μg/m3;BAFU & BFS
2015;PM2.5;3083;Winkel;9.680284143308205;μg/m3;BAFU & BFS
2015;PM2.5;3084;Bachs;9.117071209727106;μg/m3;BAFU & BFS
2015;PM2.5;3085;Boppelsen;9.410925458700916;μg/m3;BAFU & BFS
2015;PM2.5;3086;Buchs (ZH);10.079605328638598;μg/m3;BAFU & BFS
2015;PM2.5;3087;Dällikon;10.062460794913296;μg/m3;BAFU & BFS
2015;PM2.5;3088;Dänikon;9.83644313519439;μg/m3;BAFU & BFS
2015;PM2.5;3089;Dielsdorf;9.932838047366586;μg/m3;BAFU & BFS
2015;PM2.5;3090;Hüttikon;9.863493979854734;μg/m3;BAFU & BFS
2015;PM2.5;3091;Neerach;9.502584391768943;μg/m3;BAFU & BFS
2015;PM2.5;3092;Niederglatt;9.86822119592701;μg/m3;BAFU & BFS
2015;PM2.5;3093;Niederhasli;9.95652654289994;μg/m3;BAFU & BFS
