Standort;Standortklasse;Messgrösse;Einheit;Messwert;Jahr
Zürich_Schimmelstrasse;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;40.68;2017
Zürich_Schimmelstrasse;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;37.86;2018
Zürich_Schimmelstrasse;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;35.26;2019
Zürich_Schimmelstrasse;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;29.92;2020
Zürich_Schimmelstrasse;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;29.11;2021
Zürich_Schimmelstrasse;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;29.78;2022
Zürich_Schwamendingen Schulhaus Saatlen;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;32.47;2000
Zürich_Schwamendingen Schulhaus Saatlen;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;28.75;2001
Zürich_Schwamendingen Schulhaus Saatlen;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;28;2002
Zürich_Schwamendingen Schulhaus Saatlen;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;32.31;2003
Zürich_Schwamendingen Schulhaus Saatlen;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;29.12;2004
Zürich_Schwamendingen Schulhaus Saatlen;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;30.09;2005
Zürich_Schwamendingen Schulhaus Saatlen;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;31.03;2006
Zürich_Schwamendingen Schulhaus Saatlen;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;29.62;2007
Zürich_Schwamendingen Schulhaus Saatlen;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;28;2008
Zürich_Schwamendingen Schulhaus Saatlen;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;29.03;2009
Zürich_Schwamendingen Schulhaus Saatlen;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;29.51;2010
Zürich_Schwamendingen Schulhaus Saatlen;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;27.92;2011
Zürich_Schwamendingen Schulhaus Saatlen;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;27.06;2012
Zürich_Schwamendingen Schulhaus Saatlen;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;26.81;2013
Zürich_Schwamendingen Schulhaus Saatlen;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;25.24;2014
Zürich_Schwamendingen Schulhaus Saatlen;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;26.14;2015
Zürich_Schwamendingen Schulhaus Saatlen;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;24.9;2016
Zürich_Schwamendingen Schulhaus Saatlen;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;22.82;2017
Zürich_Schwamendingen Schulhaus Saatlen;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;21.96;2018
Zürich_Schwamendingen Schulhaus Saatlen;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;20.5;2019
Zürich_Schwamendingen Schulhaus Saatlen;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;17.78;2020
Zürich_Schwamendingen Schulhaus Saatlen;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;16.76;2021
Zürich_Schwamendingen Schulhaus Saatlen;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;16.17;2022
Zürich_Schwamendingen;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;51.23;2003
Zürich_Schwamendingen;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;49.22;2005
Zürich_Schwamendingen;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;49.8;2007
Zürich_Schwamendingen;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;49.69;2009
Zürich_Schwamendingen;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;51.94;2011
Zürich_Schwamendingen;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;53.28;2012
Zürich_Schwamendingen;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;53.24;2013
Zürich_Schwamendingen;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;46.74;2015
Zürich_Schwamendingen;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;45.92;2017
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;39.34;2000
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;37.36;2001
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;36.57;2002
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;42.75;2003
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;38.6;2004
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;37.88;2005
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;38.8;2006
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;35.35;2007
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;35.62;2008
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;36.94;2009
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;36.13;2010
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;35.28;2011
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;33.94;2012
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;33.78;2013
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;33.01;2014
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;33.5;2015
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;31.39;2016
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;30.42;2017
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;28.47;2018
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;26.26;2019
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;22.2;2020
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;21.98;2021
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;21.43;2022
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;35.6;2000
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;33.5;2001
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;32.2;2002
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;38.1;2003
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;32.2;2004
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;34.4;2005
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;35.9;2006
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;33.6;2007
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;32.9;2008
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;33;2009
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;32.8;2010
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;32.1;2011
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;31;2012
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;30.9;2013
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;29.5;2014
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;31;2015
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;28.3;2016
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;27.4;2017
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;25.3;2018
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;24;2019
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;20.3;2020
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;20.73;2022
Bern-Bollwerk_NABEL;städtisch / verkehrsbelastet;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;19;2000
Bern-Bollwerk_NABEL;städtisch / verkehrsbelastet;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;20.7;2001
Bern-Bollwerk_NABEL;städtisch / verkehrsbelastet;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;23.7;2002
Bern-Bollwerk_NABEL;städtisch / verkehrsbelastet;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;24.8;2003
Bern-Bollwerk_NABEL;städtisch / verkehrsbelastet;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;20.7;2004
Bern-Bollwerk_NABEL;städtisch / verkehrsbelastet;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;20.9;2005
Bern-Bollwerk_NABEL;städtisch / verkehrsbelastet;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;21.8;2006
Bern-Bollwerk_NABEL;städtisch / verkehrsbelastet;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;17.9;2007
Bern-Bollwerk_NABEL;städtisch / verkehrsbelastet;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;17.3;2008
Bern-Bollwerk_NABEL;städtisch / verkehrsbelastet;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;18.6;2009
Bern-Bollwerk_NABEL;städtisch / verkehrsbelastet;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;18.2;2010
Bern-Bollwerk_NABEL;städtisch / verkehrsbelastet;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;20.3;2011
Bern-Bollwerk_NABEL;städtisch / verkehrsbelastet;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;16.4;2012
Bern-Bollwerk_NABEL;städtisch / verkehrsbelastet;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;18.4;2013
Bern-Bollwerk_NABEL;städtisch / verkehrsbelastet;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;11.2;2014
Bern-Bollwerk_NABEL;städtisch / verkehrsbelastet;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;13.4;2015
Bern-Bollwerk_NABEL;städtisch / verkehrsbelastet;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;12.5;2016
Bern-Bollwerk_NABEL;städtisch / verkehrsbelastet;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;13.6;2017
Bern-Bollwerk_NABEL;städtisch / verkehrsbelastet;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;14.2;2018
Bern-Bollwerk_NABEL;städtisch / verkehrsbelastet;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;11.3;2019
Bern-Bollwerk_NABEL;städtisch / verkehrsbelastet;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;9.88;2020
Bern-Bollwerk_NABEL;städtisch / verkehrsbelastet;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;9.91;2021
Bern-Bollwerk_NABEL;städtisch / verkehrsbelastet;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;10.24;2022
Kloten_Feld;städtisch / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;9.19;2021
Kloten_Feld;städtisch / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;8.73;2022
Opfikon_Balsberg;städtisch / verkehrsbelastet;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;10.69;2018
Opfikon_Balsberg;städtisch / verkehrsbelastet;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;9.55;2019
Opfikon_Balsberg;städtisch / verkehrsbelastet;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;9.19;2020
Opfikon_Balsberg;städtisch / verkehrsbelastet;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;8.76;2021
Opfikon_Balsberg;städtisch / verkehrsbelastet;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;8.8;2022
Opfikon_Glattpark;städtisch / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;9.83;2019
Opfikon_Glattpark;städtisch / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;9.35;2022
Payerne_NABEL;ländlich / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;14.7;2000
Payerne_NABEL;ländlich / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;14.8;2001
Payerne_NABEL;ländlich / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;15.9;2002
Payerne_NABEL;ländlich / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;19.8;2003
Payerne_NABEL;ländlich / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;14.9;2004
Payerne_NABEL;ländlich / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;15.1;2005
Payerne_NABEL;ländlich / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;17.1;2006
Payerne_NABEL;ländlich / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;12.4;2007
Payerne_NABEL;ländlich / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;11.9;2008
Payerne_NABEL;ländlich / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;12.1;2009
Payerne_NABEL;ländlich / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;11.5;2010
Payerne_NABEL;ländlich / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;12.2;2011
Payerne_NABEL;ländlich / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;10.5;2012
Payerne_NABEL;ländlich / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;12.9;2013
Payerne_NABEL;ländlich / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;7.9;2014
Payerne_NABEL;ländlich / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;9.8;2015
Payerne_NABEL;ländlich / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;8.1;2016
Payerne_NABEL;ländlich / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;8.4;2017
Payerne_NABEL;ländlich / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;9.4;2018
Payerne_NABEL;ländlich / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;7.8;2019
Payerne_NABEL;ländlich / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;6.81;2020
Payerne_NABEL;ländlich / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;7.66;2021
Payerne_NABEL;ländlich / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;8.46;2022
St.Gallen_Stuelegg;ländlich / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;6.1;2020
St.Gallen_Stuelegg;ländlich / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;6.26;2021
St.Gallen_Stuelegg;ländlich / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;6.73;2022
Tänikon_NABEL;ländlich / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;7.82;2019
Tänikon_NABEL;ländlich / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;7.08;2020
Tänikon_NABEL;ländlich / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;7.57;2021
Tänikon_NABEL;ländlich / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;7.97;2022
Winterthur_Veltheim/Obertor;städtisch / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;9.57;2021
Winterthur_Veltheim/Obertor;städtisch / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;9.29;2022
Zürich_Rosengartenstrasse;städtisch / verkehrsbelastet;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;10.97;2019
Zürich_Rosengartenstrasse;städtisch / verkehrsbelastet;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;11.68;2020
Zürich_Rosengartenstrasse;städtisch / verkehrsbelastet;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;11.76;2021
Zürich_Rosengartenstrasse;städtisch / verkehrsbelastet;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;9.8;2022
Zürich_Schimmelstrasse;städtisch / verkehrsbelastet;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;11.35;2017
Zürich_Schimmelstrasse;städtisch / verkehrsbelastet;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;12.88;2018
Zürich_Schimmelstrasse;städtisch / verkehrsbelastet;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;10.58;2019
Zürich_Schimmelstrasse;städtisch / verkehrsbelastet;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;9.89;2021
Zürich_Schimmelstrasse;städtisch / verkehrsbelastet;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;10.44;2022
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;10.44;2017
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;11.94;2018
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;10.2;2019
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;9.65;2020
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;9.83;2021
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;16.9;2000
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;17.8;2001
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;18.7;2002
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;14.7;2008
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;14.9;2009
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;14.7;2010
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;15;2011
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;13.6;2012
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;14.6;2013
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;9.7;2014
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;11.8;2015
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;10.29;2016
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;10.41;2017
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;11.36;2018
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;9.51;2019
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;8.3;2020
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;8.96;2021
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Feinstaub PM2.5 Jahresmittel (PM2.5, µg/m3);µg/m3;9.51;2022
Kloten_Feld;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.36;2021
Kloten_Feld;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.3;2022
Opfikon_Balsberg;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;2.39;2008
Opfikon_Balsberg;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;2.08;2009
Opfikon_Balsberg;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;1.64;2010
Opfikon_Balsberg;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;1.81;2011
Opfikon_Balsberg;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;1.46;2012
Opfikon_Balsberg;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;1.07;2013
Opfikon_Balsberg;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;1.24;2014
Opfikon_Balsberg;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.95;2015
Opfikon_Balsberg;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;1.2;2016
Opfikon_Balsberg;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;1.01;2017
Opfikon_Balsberg;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.69;2018
Opfikon_Balsberg;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.71;2019
Opfikon_Balsberg;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.64;2020
Opfikon_Balsberg;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.56;2021
Opfikon_Balsberg;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.56;2022
Opfikon_Glattpark;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.58;2019
