empfindl. Ökosystem;Überschreitung Critical Load;Anteil an Ökosystem-Gesamtfläche
Wald;10.546251;0.575692963752665
Trockenwiesen/-weiden;10.549465;0.936708860759494
Flachmoore;10.558359;0.248153618906942
Flachmoore;10.568615;0.248892171344165
Flachmoore;10.574675;0.249630723781388
Flachmoore;10.585571;0.250369276218612
Flachmoore;10.599375;0.251107828655835
Flachmoore;10.605141;0.251846381093058
Wald;10.612923;0.577825159914712
Flachmoore;10.624207;0.252584933530281
Flachmoore;10.637226;0.253323485967504
Flachmoore;10.653936;0.254062038404727
Flachmoore;10.66535;0.25480059084195
Flachmoore;10.678268;0.255539143279173
Flachmoore;10.681915;0.256277695716396
Flachmoore;10.701906;0.257016248153619
Flachmoore;10.702454;0.257754800590842
Flachmoore;10.706535;0.258493353028065
Wald;10.709872;0.579957356076759
Flachmoore;10.715864;0.259231905465288
Wald;10.727884;0.582089552238806
Flachmoore;10.730917;0.259970457902511
Flachmoore;10.732595;0.260709010339734
Wald;10.748528;0.584221748400853
Flachmoore;10.767767;0.261447562776957
Flachmoore;10.769142;0.26218611521418
Flachmoore;10.769613;0.262924667651403
Flachmoore;10.772081;0.263663220088626
Flachmoore;10.776276;0.264401772525849
Flachmoore;10.793617;0.265140324963072
Flachmoore;10.819542;0.265878877400295
Wald;10.83053;0.5863539445629
Flachmoore;10.8322525;0.266617429837518
Flachmoore;10.838472;0.267355982274741
Flachmoore;10.838493;0.268094534711965
Flachmoore;10.840694;0.268833087149188
Flachmoore;10.841099;0.269571639586411
Flachmoore;10.847742;0.270310192023634
Flachmoore;10.849594;0.271048744460857
Flachmoore;10.849926;0.27178729689808
Flachmoore;10.854633;0.272525849335303
Flachmoore;10.861303;0.273264401772526
Wald;10.871749;0.588486140724947
Flachmoore;10.886137;0.274002954209749
Wald;10.886434;0.590618336886994
Flachmoore;10.902775;0.274741506646972
Flachmoore;10.907204;0.275480059084195
Flachmoore;10.912327;0.276218611521418
Flachmoore;10.918974;0.276957163958641
Flachmoore;10.925476;0.277695716395864
Flachmoore;10.931622;0.278434268833087
Flachmoore;10.931704;0.27917282127031
Flachmoore;10.934107;0.279911373707533
Wald;10.936572;0.59275053304904
Flachmoore;10.970449;0.280649926144756
Flachmoore;10.9714775;0.281388478581979
Wald;10.99428;0.594882729211087
Flachmoore;10.994904;0.282127031019202
Flachmoore;10.997126;0.282865583456425
Flachmoore;11.003132;0.283604135893648
Flachmoore;11.005102;0.284342688330872
Flachmoore;11.009884;0.285081240768095
Wald;11.012371;0.597014925373134
Flachmoore;11.016195;0.285819793205318
Flachmoore;11.018711;0.286558345642541
Flachmoore;11.022112;0.287296898079764
Flachmoore;11.030613;0.288035450516987
Flachmoore;11.040808;0.28877400295421
Flachmoore;11.041897;0.289512555391433
Wald;11.053021;0.599147121535181
Flachmoore;11.05373;0.290251107828656
Wald;11.057074;0.601279317697228
Flachmoore;11.059357;0.290989660265879
Wald;11.060816;0.603411513859275
Flachmoore;11.063618;0.291728212703102
Wald;11.064675;0.605543710021322
Flachmoore;11.069946;0.292466765140325
Flachmoore;11.070147;0.293205317577548
Wald;11.074734;0.607675906183369
Flachmoore;11.07938;0.293943870014771
Flachmoore;11.08849;0.294682422451994
Flachmoore;11.10528;0.295420974889217
Flachmoore;11.1070595;0.29615952732644
Flachmoore;11.109758;0.296898079763663
Flachmoore;11.111362;0.297636632200886
Flachmoore;11.1155205;0.298375184638109
Flachmoore;11.115667;0.299113737075332
Flachmoore;11.117811;0.299852289512555
Flachmoore;11.119398;0.300590841949778
Flachmoore;11.134186;0.301329394387001
Flachmoore;11.146746;0.302067946824224
Wald;11.146774;0.609808102345416
Flachmoore;11.147579;0.302806499261448
Flachmoore;11.148415;0.303545051698671
Flachmoore;11.149029;0.304283604135894
Flachmoore;11.151384;0.305022156573117
Flachmoore;11.152725;0.30576070901034
Wald;11.161908;0.611940298507463
Flachmoore;11.167574;0.306499261447563
Flachmoore;11.171431;0.307237813884786
Flachmoore;11.171577;0.307976366322009
Flachmoore;11.172966;0.308714918759232
Wald;11.173456;0.61407249466951
Wald;11.17695;0.616204690831556
Flachmoore;11.185406;0.309453471196455
Flachmoore;11.186893;0.310192023633678
Flachmoore;11.195673;0.310930576070901
Trockenwiesen/-weiden;11.199348;0.949367088607595
Flachmoore;11.202688;0.311669128508124
Flachmoore;11.207108;0.312407680945347
Flachmoore;11.207113;0.31314623338257
Flachmoore;11.216812;0.313884785819793
Flachmoore;11.222317;0.314623338257016
Flachmoore;11.222965;0.315361890694239
Flachmoore;11.23094;0.316100443131462
Flachmoore;11.235338;0.316838995568685
Flachmoore;11.238386;0.317577548005908
Wald;11.242723;0.618336886993603
Flachmoore;11.246145;0.318316100443131
Flachmoore;11.246775;0.319054652880355
Trockenwiesen/-weiden;11.260563;0.962025316455696
Flachmoore;11.264412;0.319793205317578
Flachmoore;11.2717495;0.320531757754801
Flachmoore;11.282852;0.321270310192024
Flachmoore;11.284931;0.322008862629247
Flachmoore;11.285711;0.32274741506647
Flachmoore;11.289946;0.323485967503693
Wald;11.291531;0.62046908315565
Flachmoore;11.295647;0.324224519940916
Flachmoore;11.313557;0.324963072378139
Flachmoore;11.3192005;0.325701624815362
Wald;11.359521;0.622601279317697
Flachmoore;11.364904;0.326440177252585
Wald;11.365004;0.624733475479744
Wald;11.37254;0.626865671641791
Flachmoore;11.375942;0.327178729689808
Flachmoore;11.378489;0.327917282127031
Wald;11.378985;0.628997867803838
Flachmoore;11.385008;0.328655834564254
Flachmoore;11.386423;0.329394387001477
Flachmoore;11.396753;0.3301329394387
Flachmoore;11.398626;0.330871491875923
Flachmoore;11.40527;0.331610044313146
Flachmoore;11.4106045;0.332348596750369
Flachmoore;11.42252;0.333087149187592
Flachmoore;11.43021;0.333825701624815
Flachmoore;11.436756;0.334564254062038
Flachmoore;11.447809;0.335302806499261
Flachmoore;11.449038;0.336041358936485
Flachmoore;11.451429;0.336779911373708
Flachmoore;11.45327;0.337518463810931
Flachmoore;11.45336;0.338257016248154
Flachmoore;11.464125;0.338995568685377
Wald;11.469576;0.631130063965885
Flachmoore;11.474035;0.3397341211226
Flachmoore;11.478886;0.340472673559823
Flachmoore;11.482628;0.341211225997046
Flachmoore;11.502451;0.341949778434269
Flachmoore;11.504889;0.342688330871492
Flachmoore;11.510849;0.343426883308715
Wald;11.514298;0.633262260127932
Flachmoore;11.519724;0.344165435745938
Flachmoore;11.525097;0.344903988183161
Flachmoore;11.530273;0.345642540620384
Flachmoore;11.554628;0.346381093057607
Wald;11.564964;0.635394456289979
Wald;11.573406;0.637526652452026
Flachmoore;11.583723;0.34711964549483
Flachmoore;11.589708;0.347858197932053
Flachmoore;11.59584;0.348596750369276
Flachmoore;11.605507;0.349335302806499
Flachmoore;11.61182;0.350073855243722
Flachmoore;11.61586;0.350812407680945
Flachmoore;11.616562;0.351550960118168
Flachmoore;11.61684;0.352289512555391
Flachmoore;11.61688;0.353028064992614
Trockenwiesen/-weiden;11.6268635;0.974683544303797
Flachmoore;11.632669;0.353766617429838
Flachmoore;11.636442;0.354505169867061
Wald;11.642155;0.639658848614073
Flachmoore;11.661215;0.355243722304284
Flachmoore;11.687067;0.355982274741507
Flachmoore;11.698334;0.35672082717873
Flachmoore;11.706282;0.357459379615953
Flachmoore;11.70648;0.358197932053176
Wald;11.711452;0.641791044776119
Flachmoore;11.715593;0.358936484490399
Flachmoore;11.72007;0.359675036927622
Flachmoore;11.7244835;0.360413589364845
Wald;11.7297945;0.643923240938166
Flachmoore;11.731655;0.361152141802068
Flachmoore;11.733715;0.361890694239291
Flachmoore;11.746372;0.362629246676514
Flachmoore;11.75008;0.363367799113737
Wald;11.753009;0.646055437100213
Flachmoore;11.756426;0.36410635155096
Wald;11.760899;0.64818763326226
Flachmoore;11.79109;0.364844903988183
Flachmoore;11.795408;0.365583456425406
Wald;11.796567;0.650319829424307
Flachmoore;11.796692;0.366322008862629
Flachmoore;11.798992;0.367060561299852
Flachmoore;11.802034;0.367799113737075
Flachmoore;11.810884;0.368537666174298
Wald;11.852271;0.652452025586354
Flachmoore;11.872446;0.369276218611521
Wald;11.872699;0.654584221748401
Flachmoore;11.873552;0.370014771048744
Flachmoore;11.89579;0.370753323485968
Flachmoore;11.899916;0.371491875923191
Flachmoore;11.9025345;0.372230428360414
Wald;11.904392;0.656716417910448
Flachmoore;11.908985;0.372968980797637
Flachmoore;11.925701;0.37370753323486
Flachmoore;11.9292145;0.374446085672083
Flachmoore;11.936878;0.375184638109306
Flachmoore;11.938963;0.375923190546529
Flachmoore;11.940418;0.376661742983752
Trockenwiesen/-weiden;11.943237;0.987341772151899
Flachmoore;11.945219;0.377400295420975
Flachmoore;11.946579;0.378138847858198
Wald;11.952837;0.658848614072495
Flachmoore;11.963982;0.378877400295421
Flachmoore;11.967695;0.379615952732644
Wald;11.9699545;0.660980810234542
Flachmoore;11.972105;0.380354505169867
Flachmoore;11.973019;0.38109305760709
Flachmoore;11.97747;0.381831610044313
Flachmoore;11.982399;0.382570162481536
Flachmoore;11.985636;0.383308714918759
Wald;11.999439;0.663113006396588
Flachmoore;12.003565;0.384047267355982
Flachmoore;12.011005;0.384785819793205
Flachmoore;12.026415;0.385524372230428
Flachmoore;12.028219;0.386262924667651
Flachmoore;12.054407;0.387001477104874
Flachmoore;12.05842;0.387740029542097
Flachmoore;12.067402;0.388478581979321
Flachmoore;12.082537;0.389217134416544
Flachmoore;12.082884;0.389955686853767
Wald;12.098019;0.665245202558635
Flachmoore;12.112593;0.39069423929099
Wald;12.113866;0.667377398720682
Flachmoore;12.123072;0.391432791728213
Wald;12.1408;0.669509594882729
Flachmoore;12.144333;0.392171344165436
Flachmoore;12.145466;0.392909896602659
Flachmoore;12.170277;0.393648449039882
Flachmoore;12.184237;0.394387001477105
Wald;12.187514;0.671641791044776
Flachmoore;12.202686;0.395125553914328
Flachmoore;12.215488;0.395864106351551
Flachmoore;12.221451;0.396602658788774
Wald;12.232454;0.673773987206823
Flachmoore;12.26264;0.397341211225997
Flachmoore;12.282515;0.39807976366322
Flachmoore;12.288364;0.398818316100443
Flachmoore;12.291479;0.399556868537666
Flachmoore;12.291506;0.400295420974889
Flachmoore;12.301451;0.401033973412112
Flachmoore;12.305887;0.401772525849335
Flachmoore;12.317486;0.402511078286558
Flachmoore;12.318331;0.403249630723781
Flachmoore;12.320627;0.403988183161004
Flachmoore;12.321894;0.404726735598227
Flachmoore;12.32777;0.405465288035451
Flachmoore;12.328648;0.406203840472674
Flachmoore;12.330179;0.406942392909897
Wald;12.33094;0.67590618336887
Flachmoore;12.358509;0.40768094534712
Flachmoore;12.360889;0.408419497784343
Flachmoore;12.380375;0.409158050221566
Flachmoore;12.380957;0.409896602658789
Flachmoore;12.391798;0.410635155096012
Flachmoore;12.393126;0.411373707533235
Flachmoore;12.404039;0.412112259970458
Wald;12.405329;0.678038379530917
Flachmoore;12.422661;0.412850812407681
Wald;12.434439;0.680170575692964
Flachmoore;12.443432;0.413589364844904
Flachmoore;12.449728;0.414327917282127
Flachmoore;12.466444;0.41506646971935
Flachmoore;12.470404;0.415805022156573
Flachmoore;12.481768;0.416543574593796
Wald;12.482831;0.682302771855011
Flachmoore;12.487684;0.417282127031019
Wald;12.491938;0.684434968017058
Trockenwiesen/-weiden;12.49398;1
Flachmoore;12.498049;0.418020679468242
Flachmoore;12.511087;0.418759231905465
Flachmoore;12.522543;0.419497784342688
Flachmoore;12.529964;0.420236336779911
Wald;12.549125;0.686567164179104
Flachmoore;12.557798;0.420974889217134
Flachmoore;12.562407;0.421713441654357
Flachmoore;12.5641365;0.422451994091581
Flachmoore;12.565573;0.423190546528804
Flachmoore;12.567738;0.423929098966027
Wald;12.568018;0.688699360341151
Flachmoore;12.57826;0.42466765140325
Flachmoore;12.58017;0.425406203840473
Flachmoore;12.584892;0.426144756277696
Flachmoore;12.585007;0.426883308714919
Flachmoore;12.591972;0.427621861152142
Flachmoore;12.59753;0.428360413589365
Flachmoore;12.598858;0.429098966026588
Flachmoore;12.608223;0.429837518463811
Flachmoore;12.61474;0.430576070901034
Flachmoore;12.634117;0.431314623338257
Wald;12.635136;0.690831556503198
Flachmoore;12.659607;0.43205317577548
Flachmoore;12.660013;0.432791728212703
Flachmoore;12.66391;0.433530280649926
Flachmoore;12.681877;0.434268833087149
Flachmoore;12.683159;0.435007385524372
Flachmoore;12.684996;0.435745937961595
Wald;12.686577;0.692963752665245
Flachmoore;12.687042;0.436484490398818
Wald;12.69782;0.695095948827292
Flachmoore;12.703981;0.437223042836041
Flachmoore;12.7135105;0.437961595273264
Flachmoore;12.715397;0.438700147710487
Flachmoore;12.74295;0.43943870014771
Flachmoore;12.74407;0.440177252584934
Wald;12.748147;0.697228144989339
Flachmoore;12.759729;0.440915805022157
Flachmoore;12.759935;0.44165435745938
Flachmoore;12.760233;0.442392909896603
Flachmoore;12.7816925;0.443131462333826
Flachmoore;12.784981;0.443870014771049
Flachmoore;12.786036;0.444608567208272
Flachmoore;12.788374;0.445347119645495
Wald;12.79034;0.699360341151386
Flachmoore;12.799246;0.446085672082718
Flachmoore;12.803057;0.446824224519941
Wald;12.806529;0.701492537313433
Wald;12.815231;0.70362473347548
Flachmoore;12.818092;0.447562776957164
Wald;12.821976;0.705756929637527
Flachmoore;12.828033;0.448301329394387
Flachmoore;12.828764;0.44903988183161
Flachmoore;12.8295555;0.449778434268833
Flachmoore;12.829639;0.450516986706056
Flachmoore;12.835022;0.451255539143279
Flachmoore;12.838245;0.451994091580502
Wald;12.839557;0.707889125799574
Flachmoore;12.850071;0.452732644017725
Flachmoore;12.856464;0.453471196454948
Flachmoore;12.861322;0.454209748892171
Flachmoore;12.869501;0.454948301329394
Flachmoore;12.885366;0.455686853766617
Flachmoore;12.885681;0.45642540620384
Flachmoore;12.88641;0.457163958641064
Wald;12.892628;0.71002132196162
Flachmoore;12.894621;0.457902511078287
Wald;12.894915;0.712153518123667
Flachmoore;12.898499;0.45864106351551
Wald;12.921097;0.714285714285714
Flachmoore;12.926331;0.459379615952733
Flachmoore;12.92787;0.460118168389956
Wald;12.92812;0.716417910447761
Flachmoore;12.945816;0.460856720827179
Flachmoore;12.950443;0.461595273264402
Flachmoore;12.951122;0.462333825701625
Flachmoore;12.951254;0.463072378138848
Flachmoore;12.952637;0.463810930576071
Flachmoore;12.957001;0.464549483013294
Flachmoore;12.957872;0.465288035450517
Flachmoore;12.958342;0.46602658788774
Flachmoore;12.961777;0.466765140324963
Flachmoore;12.968504;0.467503692762186
Flachmoore;12.978716;0.468242245199409
Flachmoore;12.981573;0.468980797636632
Flachmoore;12.984493;0.469719350073855
Wald;12.996265;0.718550106609808
Flachmoore;13.007338;0.470457902511078
Flachmoore;13.021929;0.471196454948301
Flachmoore;13.022673;0.471935007385524
Flachmoore;13.024332;0.472673559822747
Flachmoore;13.024395;0.47341211225997
Flachmoore;13.039858;0.474150664697194
Flachmoore;13.04302;0.474889217134417
Flachmoore;13.048286;0.47562776957164
Flachmoore;13.059168;0.476366322008863
Flachmoore;13.062838;0.477104874446086
Wald;13.065532;0.720682302771855
Flachmoore;13.069977;0.477843426883309
Wald;13.079986;0.722814498933902
Flachmoore;13.08773;0.478581979320532
Flachmoore;13.098253;0.479320531757755
Wald;13.10185;0.724946695095949
Flachmoore;13.113022;0.480059084194978
Wald;13.131709;0.727078891257996
Flachmoore;13.132334;0.480797636632201
Flachmoore;13.135895;0.481536189069424
Flachmoore;13.140694;0.482274741506647
Wald;13.145399;0.729211087420043
Flachmoore;13.151833;0.48301329394387
Wald;13.153335;0.73134328358209
Flachmoore;13.16608;0.483751846381093
Flachmoore;13.169647;0.484490398818316
Wald;13.188614;0.733475479744137
Flachmoore;13.198984;0.485228951255539
Wald;13.211244;0.735607675906183
Wald;13.216442;0.73773987206823
Flachmoore;13.225069;0.485967503692762
Flachmoore;13.225122;0.486706056129985
Flachmoore;13.229746;0.487444608567208
Wald;13.24788;0.739872068230277
Hochmoore;13.249081;0.00381679389312977
Flachmoore;13.258604;0.488183161004431
Flachmoore;13.26639;0.488921713441654
Flachmoore;13.276913;0.489660265878877
Wald;13.30073;0.742004264392324
Flachmoore;13.301943;0.4903988183161
Flachmoore;13.302179;0.491137370753323
Wald;13.313244;0.744136460554371
Wald;13.325176;0.746268656716418
Flachmoore;13.329475;0.491875923190547
Flachmoore;13.33609;0.49261447562777
Hochmoore;13.336353;0.00763358778625954
Flachmoore;13.340511;0.493353028064993
Flachmoore;13.342592;0.494091580502216
Wald;13.345943;0.748400852878465
Flachmoore;13.353024;0.494830132939439
Flachmoore;13.3544235;0.495568685376662
Flachmoore;13.360613;0.496307237813885
Flachmoore;13.372852;0.497045790251108
Flachmoore;13.3801;0.497784342688331
Hochmoore;13.381216;0.0114503816793893
Flachmoore;13.389931;0.498522895125554
Flachmoore;13.391485;0.499261447562777
Wald;13.397003;0.750533049040512
Flachmoore;13.409157;0.5
Flachmoore;13.442474;0.500738552437223
Hochmoore;13.455721;0.0152671755725191
Flachmoore;13.459267;0.501477104874446
Wald;13.461292;0.752665245202559
Wald;13.481358;0.754797441364606
Flachmoore;13.481771;0.502215657311669
Hochmoore;13.491184;0.0190839694656489
Flachmoore;13.502621;0.502954209748892
Flachmoore;13.509232;0.503692762186115
Flachmoore;13.513756;0.504431314623338
Flachmoore;13.51882;0.505169867060561
Flachmoore;13.53503;0.505908419497784
Flachmoore;13.53553;0.506646971935007
Flachmoore;13.566971;0.50738552437223
Hochmoore;13.568615;0.0229007633587786
Hochmoore;13.56921;0.0267175572519084
Hochmoore;13.570753;0.0305343511450382
Flachmoore;13.57556;0.508124076809453
Flachmoore;13.587204;0.508862629246676
Wald;13.587397;0.756929637526652
Flachmoore;13.588253;0.5096011816839
Flachmoore;13.589123;0.510339734121123
Wald;13.59656;0.759061833688699
Flachmoore;13.5967045;0.511078286558346
Flachmoore;13.602011;0.511816838995569
Hochmoore;13.605141;0.0343511450381679
Hochmoore;13.60778;0.0381679389312977
Hochmoore;13.615023;0.0419847328244275
Flachmoore;13.61656;0.512555391432792
Flachmoore;13.623287;0.513293943870015
Flachmoore;13.644314;0.514032496307238
Flachmoore;13.665871;0.514771048744461
Hochmoore;13.678268;0.0458015267175573
Hochmoore;13.686203;0.049618320610687
Flachmoore;13.686697;0.515509601181684
Hochmoore;13.687929;0.0534351145038168
Hochmoore;13.689114;0.0572519083969466
Flachmoore;13.698959;0.516248153618907
Flachmoore;13.700903;0.51698670605613
Flachmoore;13.71636;0.517725258493353
Hochmoore;13.729694;0.0610687022900763
Flachmoore;13.730597;0.518463810930576
Hochmoore;13.730917;0.0648854961832061
Wald;13.742215;0.761194029850746
Hochmoore;13.767767;0.0687022900763359
Flachmoore;13.770063;0.519202363367799
Flachmoore;13.779173;0.519940915805022
Flachmoore;13.793566;0.520679468242245
Flachmoore;13.799311;0.521418020679468
Flachmoore;13.803598;0.522156573116691
Flachmoore;13.807348;0.522895125553914
Hochmoore;13.813343;0.0725190839694656
Wald;13.815855;0.763326226012793
Flachmoore;13.819754;0.523633677991137
Flachmoore;13.820768;0.52437223042836
Flachmoore;13.838438;0.525110782865583
Wald;13.841908;0.76545842217484
Hochmoore;13.847742;0.0763358778625954
Flachmoore;13.84976;0.525849335302807
Flachmoore;13.851622;0.52658788774003
Flachmoore;13.860825;0.527326440177253
Hochmoore;13.861303;0.0801526717557252
Hochmoore;13.869125;0.083969465648855
Flachmoore;13.873444;0.528064992614476
Flachmoore;13.879211;0.528803545051699
Hochmoore;13.885046;0.0877862595419847
Flachmoore;13.916454;0.529542097488922
Hochmoore;13.917286;0.0916030534351145
Flachmoore;13.933458;0.530280649926145
Wald;13.939222;0.767590618336887
Flachmoore;13.941998;0.531019202363368
Flachmoore;13.950876;0.531757754800591
Wald;13.966965;0.769722814498934
Flachmoore;13.976324;0.532496307237814
Wald;13.980927;0.771855010660981
Hochmoore;13.993193;0.0954198473282443
Flachmoore;13.994995;0.533234859675037
Flachmoore;14.009083;0.53397341211226
Hochmoore;14.01248;0.099236641221374
Hochmoore;14.018711;0.103053435114504
Hochmoore;14.022112;0.106870229007634
Hochmoore;14.031509;0.110687022900763
Flachmoore;14.034714;0.534711964549483
Hochmoore;14.041897;0.114503816793893
Hochmoore;14.047373;0.118320610687023
Wald;14.053414;0.773987206823028
Flachmoore;14.053577;0.535450516986706
Wald;14.054298;0.776119402985075
Flachmoore;14.061165;0.536189069423929
Flachmoore;14.061943;0.536927621861152
Hochmoore;14.063618;0.122137404580153
Hochmoore;14.081947;0.125954198473282
Flachmoore;14.0822735;0.537666174298375
Flachmoore;14.091463;0.538404726735598
Hochmoore;14.100935;0.129770992366412
Hochmoore;14.1070595;0.133587786259542
Wald;14.111833;0.778251599147121
Flachmoore;14.122648;0.539143279172821
Flachmoore;14.135212;0.539881831610044
Flachmoore;14.150705;0.540620384047267
Flachmoore;14.155481;0.54135893648449
Hochmoore;14.161791;0.137404580152672
Flachmoore;14.163479;0.542097488921713
Flachmoore;14.166903;0.542836041358936
Wald;14.169391;0.780383795309168
Wald;14.171331;0.782515991471215
Hochmoore;14.172966;0.141221374045802
Flachmoore;14.189348;0.54357459379616
Flachmoore;14.190205;0.544313146233383
Flachmoore;14.200575;0.545051698670606
Hochmoore;14.204582;0.145038167938931
Wald;14.215272;0.784648187633262
Flachmoore;14.215328;0.545790251107829
Hochmoore;14.222317;0.148854961832061
Flachmoore;14.236294;0.546528803545052
Flachmoore;14.236584;0.547267355982275
Flachmoore;14.239235;0.548005908419498
Hochmoore;14.246775;0.152671755725191
Flachmoore;14.247715;0.548744460856721
Flachmoore;14.256454;0.549483013293944
Hochmoore;14.267761;0.156488549618321
Wald;14.268842;0.786780383795309
Hochmoore;14.282852;0.16030534351145
Hochmoore;14.285711;0.16412213740458
Flachmoore;14.288368;0.550221565731167
Flachmoore;14.296074;0.55096011816839
Hochmoore;14.306103;0.16793893129771
Flachmoore;14.308504;0.551698670605613
Hochmoore;14.313557;0.17175572519084
Flachmoore;14.336975;0.552437223042836
Flachmoore;14.344612;0.553175775480059
Flachmoore;14.359739;0.553914327917282
Flachmoore;14.360256;0.554652880354505
Wald;14.383591;0.788912579957356
Hochmoore;14.385008;0.175572519083969
Wald;14.388792;0.791044776119403
Flachmoore;14.395842;0.555391432791728
Flachmoore;14.398573;0.556129985228951
Flachmoore;14.402609;0.556868537666174
Flachmoore;14.407024;0.557607090103397
Flachmoore;14.409439;0.55834564254062
Flachmoore;14.413525;0.559084194977843
Hochmoore;14.417362;0.179389312977099
Flachmoore;14.418383;0.559822747415066
Hochmoore;14.439697;0.183206106870229
Flachmoore;14.440159;0.56056129985229
Flachmoore;14.445467;0.561299852289513
Flachmoore;14.456924;0.562038404726736
Wald;14.457403;0.79317697228145
Hochmoore;14.474686;0.187022900763359
Hochmoore;14.47476;0.190839694656489
Hochmoore;14.482628;0.194656488549618
Flachmoore;14.484068;0.562776957163959
Flachmoore;14.484409;0.563515509601182
Flachmoore;14.49011;0.564254062038405
Flachmoore;14.491779;0.564992614475628
Flachmoore;14.49527;0.565731166912851
Flachmoore;14.498667;0.566469719350074
Flachmoore;14.500568;0.567208271787297
Hochmoore;14.502451;0.198473282442748
Flachmoore;14.509115;0.56794682422452
Flachmoore;14.511137;0.568685376661743
Flachmoore;14.515797;0.569423929098966
Flachmoore;14.522587;0.570162481536189
Flachmoore;14.526148;0.570901033973412
Flachmoore;14.531029;0.571639586410635
Hochmoore;14.539471;0.202290076335878
Flachmoore;14.554522;0.572378138847858
Wald;14.557276;0.795309168443497
Flachmoore;14.557455;0.573116691285081
Flachmoore;14.559713;0.573855243722304
Wald;14.565052;0.797441364605544
Flachmoore;14.570374;0.574593796159527
Flachmoore;14.574652;0.57533234859675
Flachmoore;14.580349;0.576070901033973
Flachmoore;14.593264;0.576809453471196
Flachmoore;14.594166;0.577548005908419
Flachmoore;14.595133;0.578286558345643
Flachmoore;14.596697;0.579025110782866
Flachmoore;14.597776;0.579763663220089
Hochmoore;14.599274;0.206106870229008
Hochmoore;14.599979;0.209923664122137
Wald;14.603935;0.799573560767591
Flachmoore;14.631247;0.580502215657312
Hochmoore;14.6425705;0.213740458015267
Flachmoore;14.662491;0.581240768094535
Hochmoore;14.66424;0.217557251908397
Wald;14.6655855;0.801705756929638
Hochmoore;14.666275;0.221374045801527
Flachmoore;14.669914;0.581979320531758
Flachmoore;14.691198;0.582717872968981
Wald;14.691433;0.803837953091684
Hochmoore;14.698334;0.225190839694656
Hochmoore;14.70648;0.229007633587786
Wald;14.707111;0.805970149253731
Flachmoore;14.714621;0.583456425406204
Flachmoore;14.715101;0.584194977843427
Flachmoore;14.727249;0.58493353028065
Flachmoore;14.731934;0.585672082717873
Flachmoore;14.732874;0.586410635155096
Flachmoore;14.735802;0.587149187592319
Flachmoore;14.7383;0.587887740029542
Hochmoore;14.741419;0.232824427480916
Flachmoore;14.747181;0.588626292466765
Flachmoore;14.749805;0.589364844903988
Flachmoore;14.751186;0.590103397341211
Hochmoore;14.756426;0.236641221374046
Flachmoore;14.765671;0.590841949778434
Flachmoore;14.795769;0.591580502215657
Flachmoore;14.826618;0.59231905465288
Flachmoore;14.856709;0.593057607090103
Wald;14.861521;0.808102345415778
Hochmoore;14.873552;0.240458015267176
Wald;14.887062;0.810234541577825
Wald;14.893391;0.812366737739872
Flachmoore;14.900454;0.593796159527326
Flachmoore;14.900881;0.594534711964549
Flachmoore;14.905537;0.595273264401773
Wald;14.90748;0.814498933901919
Flachmoore;14.915091;0.596011816838996
Flachmoore;14.921495;0.596750369276219
Flachmoore;14.935665;0.597488921713442
Flachmoore;14.945023;0.598227474150665
Flachmoore;14.955217;0.598966026587888
Wald;14.955692;0.816631130063966
Flachmoore;14.957775;0.599704579025111
Hochmoore;14.967695;0.244274809160305
Flachmoore;14.969681;0.600443131462334
Flachmoore;14.972532;0.601181683899557
Flachmoore;14.987743;0.60192023633678
Flachmoore;14.998842;0.602658788774003
Flachmoore;15.000349;0.603397341211226
Flachmoore;15.015318;0.604135893648449
Flachmoore;15.018991;0.604874446085672
Wald;15.024083;0.818763326226013
Flachmoore;15.048973;0.605612998522895
Wald;15.053824;0.82089552238806
Flachmoore;15.054155;0.606351550960118
Flachmoore;15.063877;0.607090103397341
Flachmoore;15.065096;0.607828655834564
Flachmoore;15.068045;0.608567208271787
Flachmoore;15.068375;0.60930576070901
Flachmoore;15.068432;0.610044313146233
Flachmoore;15.074617;0.610782865583456
Flachmoore;15.078608;0.611521418020679
Flachmoore;15.096767;0.612259970457902
Flachmoore;15.100496;0.612998522895126
Flachmoore;15.101692;0.613737075332349
Flachmoore;15.10601;0.614475627769572
Hochmoore;15.112593;0.248091603053435
Hochmoore;15.117313;0.251908396946565
Flachmoore;15.125183;0.615214180206795
Flachmoore;15.128178;0.615952732644018
Hochmoore;15.144333;0.255725190839695
Wald;15.152263;0.823027718550107
Wald;15.153326;0.825159914712154
Wald;15.15592;0.8272921108742
Flachmoore;15.166834;0.616691285081241
Flachmoore;15.168415;0.617429837518464
Flachmoore;15.179115;0.618168389955687
Flachmoore;15.184998;0.61890694239291
Hochmoore;15.199501;0.259541984732824
Wald;15.199865;0.829424307036247
Flachmoore;15.205715;0.619645494830133
Flachmoore;15.208231;0.620384047267356
Flachmoore;15.213661;0.621122599704579
Hochmoore;15.215488;0.263358778625954
Flachmoore;15.218988;0.621861152141802
Flachmoore;15.229132;0.622599704579025
Flachmoore;15.243946;0.623338257016248
Flachmoore;15.244209;0.624076809453471
Hochmoore;15.265083;0.267175572519084
Hochmoore;15.2811165;0.270992366412214
Hochmoore;15.281767;0.274809160305344
Flachmoore;15.290182;0.624815361890694
Flachmoore;15.295805;0.625553914327917
Wald;15.295816;0.831556503198294
