starttime;site;parameter;interval;unit;value;source
2006-01-01 00:00:00;Dübendorf-EMPA;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;97.55152513586957;NABEL (BAFU & Empa)
2007-01-01 00:00:00;Dübendorf-EMPA;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;91.05829144021739;NABEL (BAFU & Empa)
2008-01-01 00:00:00;Dübendorf-EMPA;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;90.11308288043479;NABEL (BAFU & Empa)
2009-01-01 00:00:00;Dübendorf-EMPA;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;90.31034426229508;NABEL (BAFU & Empa)
2010-01-01 00:00:00;Dübendorf-EMPA;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;89.91898029891304;NABEL (BAFU & Empa)
2011-01-01 00:00:00;Dübendorf-EMPA;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;94.22800204918033;NABEL (BAFU & Empa)
2012-01-01 00:00:00;Dübendorf-EMPA;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;88.36186543715847;NABEL (BAFU & Empa)
2013-01-01 00:00:00;Dübendorf-EMPA;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;91.34313535911602;NABEL (BAFU & Empa)
2014-01-01 00:00:00;Dübendorf-EMPA;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;89.38431793478262;NABEL (BAFU & Empa)
2015-01-01 00:00:00;Dübendorf-EMPA;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;99.80863046448087;NABEL (BAFU & Empa)
2016-01-01 00:00:00;Dübendorf-EMPA;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;90.37588729508197;NABEL (BAFU & Empa)
2017-01-01 00:00:00;Dübendorf-EMPA;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;93.2014429347826;NABEL (BAFU & Empa)
2018-01-01 00:00:00;Dübendorf-EMPA;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;106.10257665745857;NABEL (BAFU & Empa)
2019-01-01 00:00:00;Dübendorf-EMPA;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;97.95624932065218;NABEL (BAFU & Empa)
2020-01-01 00:00:00;Dübendorf-EMPA;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;91.98133695652174;NABEL (BAFU & Empa)
2021-01-01 00:00:00;Dübendorf-EMPA;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;85.20781589673913;NABEL (BAFU & Empa)
2022-01-01 00:00:00;Dübendorf-EMPA;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;96.8251174863388;NABEL (BAFU & Empa)
2023-01-01 00:00:00;Dübendorf-EMPA;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;NA;NABEL (BAFU & Empa)
1985-01-01 00:00:00;Zürich-Kaserne;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;NA;NABEL (BAFU & Empa)
1988-01-01 00:00:00;Zürich-Kaserne;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;71.48188046448088;NABEL (BAFU & Empa)
1990-01-01 00:00:00;Zürich-Kaserne;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;79.64728792134831;NABEL (BAFU & Empa)
1992-01-01 00:00:00;Zürich-Kaserne;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;84.2750956284153;NABEL (BAFU & Empa)
1993-01-01 00:00:00;Zürich-Kaserne;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;79.43086401098901;NABEL (BAFU & Empa)
1994-01-01 00:00:00;Zürich-Kaserne;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;55.11848702185792;NABEL (BAFU & Empa)
1995-01-01 00:00:00;Zürich-Kaserne;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;84.54799184782608;NABEL (BAFU & Empa)
1996-01-01 00:00:00;Zürich-Kaserne;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;NA;NABEL (BAFU & Empa)
1997-01-01 00:00:00;Zürich-Kaserne;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;86.82892403314918;NABEL (BAFU & Empa)
1998-01-01 00:00:00;Zürich-Kaserne;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;93.46543614130435;NABEL (BAFU & Empa)
1999-01-01 00:00:00;Zürich-Kaserne;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;83.82946703296703;NABEL (BAFU & Empa)
2000-01-01 00:00:00;Zürich-Kaserne;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;87.44137839673913;NABEL (BAFU & Empa)
2001-01-01 00:00:00;Zürich-Kaserne;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;81.618390625;NABEL (BAFU & Empa)
2002-01-01 00:00:00;Zürich-Kaserne;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;84.25329076086956;NABEL (BAFU & Empa)
2003-01-01 00:00:00;Zürich-Kaserne;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;106.09623907103826;NABEL (BAFU & Empa)
2004-01-01 00:00:00;Zürich-Kaserne;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;86.05040232240437;NABEL (BAFU & Empa)
2005-01-01 00:00:00;Zürich-Kaserne;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;88.55070991847826;NABEL (BAFU & Empa)
2006-01-01 00:00:00;Zürich-Kaserne;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;93.31328464673913;NABEL (BAFU & Empa)
2007-01-01 00:00:00;Zürich-Kaserne;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;89.24250407608696;NABEL (BAFU & Empa)
2008-01-01 00:00:00;Zürich-Kaserne;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;88.22380638586957;NABEL (BAFU & Empa)
2009-01-01 00:00:00;Zürich-Kaserne;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;87.21220286885246;NABEL (BAFU & Empa)
2010-01-01 00:00:00;Zürich-Kaserne;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;88.56133196721312;NABEL (BAFU & Empa)
2011-01-01 00:00:00;Zürich-Kaserne;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;93.41300273224044;NABEL (BAFU & Empa)
2012-01-01 00:00:00;Zürich-Kaserne;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;87.41947404371585;NABEL (BAFU & Empa)
2013-01-01 00:00:00;Zürich-Kaserne;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;89.28392008196721;NABEL (BAFU & Empa)
2014-01-01 00:00:00;Zürich-Kaserne;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;88.14630706521739;NABEL (BAFU & Empa)
2015-01-01 00:00:00;Zürich-Kaserne;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;97.41772472677596;NABEL (BAFU & Empa)
2016-01-01 00:00:00;Zürich-Kaserne;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;89.1633094262295;NABEL (BAFU & Empa)
2017-01-01 00:00:00;Zürich-Kaserne;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;92.38084806629834;NABEL (BAFU & Empa)
2018-01-01 00:00:00;Zürich-Kaserne;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;105.71321994535519;NABEL (BAFU & Empa)
2019-01-01 00:00:00;Zürich-Kaserne;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;96.57286888586957;NABEL (BAFU & Empa)
2020-01-01 00:00:00;Zürich-Kaserne;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;94.2041769125683;NABEL (BAFU & Empa)
2021-01-01 00:00:00;Zürich-Kaserne;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;87.89751844262295;NABEL (BAFU & Empa)
2022-01-01 00:00:00;Zürich-Kaserne;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;96.63492486338798;NABEL (BAFU & Empa)
2023-01-01 00:00:00;Zürich-Kaserne;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;NA;NABEL (BAFU & Empa)
