starttime;site;parameter;interval;unit;value;site_long;x;y;masl;source;siteclass
2011-01-01 00:00:00;Bac_Sennenberg;NO2;y1;µg/m3;5.259263;Bachtel - Sennenberg;2710341;1239600;930;OSTLUFT;ländlich - Hintergrund
2012-01-01 00:00:00;Bac_Sennenberg;NO2;y1;µg/m3;4.93654;Bachtel - Sennenberg;2710341;1239600;930;OSTLUFT;ländlich - Hintergrund
2013-01-01 00:00:00;Bac_Sennenberg;NO2;y1;µg/m3;5.322622;Bachtel - Sennenberg;2710341;1239600;930;OSTLUFT;ländlich - Hintergrund
2014-01-01 00:00:00;Bac_Sennenberg;NO2;y1;µg/m3;5.108184;Bachtel - Sennenberg;2710341;1239600;930;OSTLUFT;ländlich - Hintergrund
2015-01-01 00:00:00;Bac_Sennenberg;NO2;y1;µg/m3;4.928186;Bachtel - Sennenberg;2710341;1239600;930;OSTLUFT;ländlich - Hintergrund
2016-01-01 00:00:00;Bac_Sennenberg;NO2;y1;µg/m3;4.510911042;Bachtel - Sennenberg;2710341;1239600;930;OSTLUFT;ländlich - Hintergrund
2017-01-01 00:00:00;Bac_Sennenberg;NO2;y1;µg/m3;4.34991758;Bachtel - Sennenberg;2710341;1239600;930;OSTLUFT;ländlich - Hintergrund
2018-01-01 00:00:00;Bac_Sennenberg;NO2;y1;µg/m3;4.51713643;Bachtel - Sennenberg;2710341;1239600;930;OSTLUFT;ländlich - Hintergrund
2019-01-01 00:00:00;Bac_Sennenberg;NO2;y1;µg/m3;3.982499666;Bachtel - Sennenberg;2710341;1239600;930;OSTLUFT;ländlich - Hintergrund
2020-01-01 00:00:00;Bac_Sennenberg;NO2;y1;µg/m3;3.282520504;Bachtel - Sennenberg;2710341;1239600;930;OSTLUFT;ländlich - Hintergrund
2021-01-01 00:00:00;Bac_Sennenberg;NO2;y1;µg/m3;3.319665281;Bachtel - Sennenberg;2710341;1239600;930;OSTLUFT;ländlich - Hintergrund
2022-01-01 00:00:00;Bac_Sennenberg;NO2;y1;µg/m3;3.032255582;Bachtel - Sennenberg;2710341;1239600;930;OSTLUFT;ländlich - Hintergrund
2000-01-01 00:00:00;Bac_Turm;NO2;y1;µg/m3;7.145479893;Hinwil - Bachtel Turm;2709501;1239250;1145;OSTLUFT;ländlich - Hintergrund
2000-01-01 00:00:00;Bac_Turm;O3_max_98%_m1;y1;µg/m3;169.2797259;Hinwil - Bachtel Turm;2709501;1239250;1145;OSTLUFT;ländlich - Hintergrund
2001-01-01 00:00:00;Bac_Turm;O3_max_98%_m1;y1;µg/m3;159.8527733;Hinwil - Bachtel Turm;2709501;1239250;1145;OSTLUFT;ländlich - Hintergrund
2002-01-01 00:00:00;Bac_Turm;O3_max_98%_m1;y1;µg/m3;166.3071018;Hinwil - Bachtel Turm;2709501;1239250;1145;OSTLUFT;ländlich - Hintergrund
2003-01-01 00:00:00;Bac_Turm;O3_max_98%_m1;y1;µg/m3;199.0698403;Hinwil - Bachtel Turm;2709501;1239250;1145;OSTLUFT;ländlich - Hintergrund
2004-01-01 00:00:00;Bac_Turm;O3_max_98%_m1;y1;µg/m3;175.1450101;Hinwil - Bachtel Turm;2709501;1239250;1145;OSTLUFT;ländlich - Hintergrund
2005-01-01 00:00:00;Bac_Turm;O3_max_98%_m1;y1;µg/m3;170.2038893;Hinwil - Bachtel Turm;2709501;1239250;1145;OSTLUFT;ländlich - Hintergrund
2006-01-01 00:00:00;Bac_Turm;O3_max_98%_m1;y1;µg/m3;183.1760863;Hinwil - Bachtel Turm;2709501;1239250;1145;OSTLUFT;ländlich - Hintergrund
2007-01-01 00:00:00;Bac_Turm;O3_max_98%_m1;y1;µg/m3;154.6217216;Hinwil - Bachtel Turm;2709501;1239250;1145;OSTLUFT;ländlich - Hintergrund
2008-01-01 00:00:00;Bac_Turm;O3_max_98%_m1;y1;µg/m3;149.4250447;Hinwil - Bachtel Turm;2709501;1239250;1145;OSTLUFT;ländlich - Hintergrund
2000-01-01 00:00:00;Bac_Turm;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;NA;Hinwil - Bachtel Turm;2709501;1239250;1145;OSTLUFT;ländlich - Hintergrund
2001-01-01 00:00:00;Bac_Turm;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;107.09671107045764;Hinwil - Bachtel Turm;2709501;1239250;1145;OSTLUFT;ländlich - Hintergrund
2002-01-01 00:00:00;Bac_Turm;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;108.72044490748618;Hinwil - Bachtel Turm;2709501;1239250;1145;OSTLUFT;ländlich - Hintergrund
2003-01-01 00:00:00;Bac_Turm;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;126.20173603382514;Hinwil - Bachtel Turm;2709501;1239250;1145;OSTLUFT;ländlich - Hintergrund
2004-01-01 00:00:00;Bac_Turm;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;108.98911122491803;Hinwil - Bachtel Turm;2709501;1239250;1145;OSTLUFT;ländlich - Hintergrund
2005-01-01 00:00:00;Bac_Turm;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;107.5905130222826;Hinwil - Bachtel Turm;2709501;1239250;1145;OSTLUFT;ländlich - Hintergrund
2006-01-01 00:00:00;Bac_Turm;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;109.6991449676312;Hinwil - Bachtel Turm;2709501;1239250;1145;OSTLUFT;ländlich - Hintergrund
2007-01-01 00:00:00;Bac_Turm;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;104.5963831845992;Hinwil - Bachtel Turm;2709501;1239250;1145;OSTLUFT;ländlich - Hintergrund
2008-01-01 00:00:00;Bac_Turm;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;102.8413291043546;Hinwil - Bachtel Turm;2709501;1239250;1145;OSTLUFT;ländlich - Hintergrund
2007-01-01 00:00:00;Bac_Turm;PM10;y1;µg/m3;13.20334328;Hinwil - Bachtel Turm;2709501;1239250;1145;OSTLUFT;ländlich - Hintergrund
2019-01-01 00:00:00;Bul_Stadthalle;NO2;y1;µg/m3;17.46695096;Bülach - Stadthalle;2682598;1263398;406;OSTLUFT;klein-/vorstädtisch - Hintergrund
2019-01-01 00:00:00;Bul_Stadthalle;O3_max_98%_m1;y1;µg/m3;153.105559;Bülach - Stadthalle;2682598;1263398;406;OSTLUFT;klein-/vorstädtisch - Hintergrund
2019-01-01 00:00:00;Bul_Stadthalle;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;95.88197291201766;Bülach - Stadthalle;2682598;1263398;406;OSTLUFT;klein-/vorstädtisch - Hintergrund
2019-01-01 00:00:00;Bul_Stadthalle;PM10;y1;µg/m3;13.50233828;Bülach - Stadthalle;2682598;1263398;406;OSTLUFT;klein-/vorstädtisch - Hintergrund
2000-01-01 00:00:00;Dübendorf-EMPA;NO2;y1;µg/m3;30.7;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2001-01-01 00:00:00;Dübendorf-EMPA;NO2;y1;µg/m3;29;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2002-01-01 00:00:00;Dübendorf-EMPA;NO2;y1;µg/m3;29.3;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2003-01-01 00:00:00;Dübendorf-EMPA;NO2;y1;µg/m3;32.1;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2004-01-01 00:00:00;Dübendorf-EMPA;NO2;y1;µg/m3;28.5;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2005-01-01 00:00:00;Dübendorf-EMPA;NO2;y1;µg/m3;29.3;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2006-01-01 00:00:00;Dübendorf-EMPA;NO2;y1;µg/m3;29.9;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2007-01-01 00:00:00;Dübendorf-EMPA;NO2;y1;µg/m3;27.8;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2008-01-01 00:00:00;Dübendorf-EMPA;NO2;y1;µg/m3;27.2;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2009-01-01 00:00:00;Dübendorf-EMPA;NO2;y1;µg/m3;28.3;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2010-01-01 00:00:00;Dübendorf-EMPA;NO2;y1;µg/m3;28.2;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2011-01-01 00:00:00;Dübendorf-EMPA;NO2;y1;µg/m3;28.1;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2012-01-01 00:00:00;Dübendorf-EMPA;NO2;y1;µg/m3;26.8;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2013-01-01 00:00:00;Dübendorf-EMPA;NO2;y1;µg/m3;26.9;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2014-01-01 00:00:00;Dübendorf-EMPA;NO2;y1;µg/m3;25.6;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2015-01-01 00:00:00;Dübendorf-EMPA;NO2;y1;µg/m3;27;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2016-01-01 00:00:00;Dübendorf-EMPA;NO2;y1;µg/m3;24.9;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2017-01-01 00:00:00;Dübendorf-EMPA;NO2;y1;µg/m3;24.7;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2018-01-01 00:00:00;Dübendorf-EMPA;NO2;y1;µg/m3;23.3;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2019-01-01 00:00:00;Dübendorf-EMPA;NO2;y1;µg/m3;21.6;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2020-01-01 00:00:00;Dübendorf-EMPA;NO2;y1;µg/m3;19.5;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2021-01-01 00:00:00;Dübendorf-EMPA;NO2;y1;µg/m3;19;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2022-01-01 00:00:00;Dübendorf-EMPA;NO2;y1;µg/m3;19;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2000-01-01 00:00:00;Dübendorf-EMPA;O3_max_98%_m1;y1;µg/m3;151;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2001-01-01 00:00:00;Dübendorf-EMPA;O3_max_98%_m1;y1;µg/m3;160;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2002-01-01 00:00:00;Dübendorf-EMPA;O3_max_98%_m1;y1;µg/m3;165;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2003-01-01 00:00:00;Dübendorf-EMPA;O3_max_98%_m1;y1;µg/m3;199;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2004-01-01 00:00:00;Dübendorf-EMPA;O3_max_98%_m1;y1;µg/m3;165;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2005-01-01 00:00:00;Dübendorf-EMPA;O3_max_98%_m1;y1;µg/m3;163;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2006-01-01 00:00:00;Dübendorf-EMPA;O3_max_98%_m1;y1;µg/m3;182;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2007-01-01 00:00:00;Dübendorf-EMPA;O3_max_98%_m1;y1;µg/m3;154;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2008-01-01 00:00:00;Dübendorf-EMPA;O3_max_98%_m1;y1;µg/m3;147;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2009-01-01 00:00:00;Dübendorf-EMPA;O3_max_98%_m1;y1;µg/m3;151;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2010-01-01 00:00:00;Dübendorf-EMPA;O3_max_98%_m1;y1;µg/m3;178;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2011-01-01 00:00:00;Dübendorf-EMPA;O3_max_98%_m1;y1;µg/m3;156;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2012-01-01 00:00:00;Dübendorf-EMPA;O3_max_98%_m1;y1;µg/m3;144;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2013-01-01 00:00:00;Dübendorf-EMPA;O3_max_98%_m1;y1;µg/m3;157;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2014-01-01 00:00:00;Dübendorf-EMPA;O3_max_98%_m1;y1;µg/m3;148;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2015-01-01 00:00:00;Dübendorf-EMPA;O3_max_98%_m1;y1;µg/m3;175;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2016-01-01 00:00:00;Dübendorf-EMPA;O3_max_98%_m1;y1;µg/m3;142;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2017-01-01 00:00:00;Dübendorf-EMPA;O3_max_98%_m1;y1;µg/m3;148;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2018-01-01 00:00:00;Dübendorf-EMPA;O3_max_98%_m1;y1;µg/m3;169;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2019-01-01 00:00:00;Dübendorf-EMPA;O3_max_98%_m1;y1;µg/m3;160;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2020-01-01 00:00:00;Dübendorf-EMPA;O3_max_98%_m1;y1;µg/m3;141;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2021-01-01 00:00:00;Dübendorf-EMPA;O3_max_98%_m1;y1;µg/m3;140;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2022-01-01 00:00:00;Dübendorf-EMPA;O3_max_98%_m1;y1;µg/m3;147;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2000-01-01 00:00:00;Dübendorf-EMPA;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;86.06040055248619;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2001-01-01 00:00:00;Dübendorf-EMPA;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;87.00935733695653;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2002-01-01 00:00:00;Dübendorf-EMPA;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;88.42839640883977;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2003-01-01 00:00:00;Dübendorf-EMPA;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;111.0135286885246;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2004-01-01 00:00:00;Dübendorf-EMPA;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;92.95729576502733;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2005-01-01 00:00:00;Dübendorf-EMPA;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;91.81307880434782;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2006-01-01 00:00:00;Dübendorf-EMPA;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;97.55152513586955;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2007-01-01 00:00:00;Dübendorf-EMPA;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;91.0582914402174;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2008-01-01 00:00:00;Dübendorf-EMPA;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;90.1130828804348;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2009-01-01 00:00:00;Dübendorf-EMPA;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;90.31034426229508;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2010-01-01 00:00:00;Dübendorf-EMPA;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;89.91898029891304;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2011-01-01 00:00:00;Dübendorf-EMPA;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;94.22800204918032;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2012-01-01 00:00:00;Dübendorf-EMPA;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;88.36186543715847;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2013-01-01 00:00:00;Dübendorf-EMPA;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;91.34313535911602;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2014-01-01 00:00:00;Dübendorf-EMPA;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;89.38431793478262;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2015-01-01 00:00:00;Dübendorf-EMPA;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;99.80863046448088;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2016-01-01 00:00:00;Dübendorf-EMPA;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;90.37588729508197;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2017-01-01 00:00:00;Dübendorf-EMPA;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;93.2014429347826;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2018-01-01 00:00:00;Dübendorf-EMPA;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;106.10257665745856;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2019-01-01 00:00:00;Dübendorf-EMPA;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;97.95624932065218;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2020-01-01 00:00:00;Dübendorf-EMPA;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;91.98133695652174;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2021-01-01 00:00:00;Dübendorf-EMPA;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;85.20781589673913;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2022-01-01 00:00:00;Dübendorf-EMPA;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;96.8251174863388;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2000-01-01 00:00:00;Dübendorf-EMPA;PM10;y1;µg/m3;20.8;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2001-01-01 00:00:00;Dübendorf-EMPA;PM10;y1;µg/m3;20.6;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2002-01-01 00:00:00;Dübendorf-EMPA;PM10;y1;µg/m3;23.1;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2003-01-01 00:00:00;Dübendorf-EMPA;PM10;y1;µg/m3;26.9;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2004-01-01 00:00:00;Dübendorf-EMPA;PM10;y1;µg/m3;22.1;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2005-01-01 00:00:00;Dübendorf-EMPA;PM10;y1;µg/m3;21.3;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2006-01-01 00:00:00;Dübendorf-EMPA;PM10;y1;µg/m3;23.8;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2007-01-01 00:00:00;Dübendorf-EMPA;PM10;y1;µg/m3;20.4;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2008-01-01 00:00:00;Dübendorf-EMPA;PM10;y1;µg/m3;18.5;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2009-01-01 00:00:00;Dübendorf-EMPA;PM10;y1;µg/m3;18.7;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2010-01-01 00:00:00;Dübendorf-EMPA;PM10;y1;µg/m3;18.3;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2011-01-01 00:00:00;Dübendorf-EMPA;PM10;y1;µg/m3;18.6;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2012-01-01 00:00:00;Dübendorf-EMPA;PM10;y1;µg/m3;16.4;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2013-01-01 00:00:00;Dübendorf-EMPA;PM10;y1;µg/m3;17.7;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2014-01-01 00:00:00;Dübendorf-EMPA;PM10;y1;µg/m3;13.9;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2015-01-01 00:00:00;Dübendorf-EMPA;PM10;y1;µg/m3;16;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2016-01-01 00:00:00;Dübendorf-EMPA;PM10;y1;µg/m3;13.7;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2017-01-01 00:00:00;Dübendorf-EMPA;PM10;y1;µg/m3;13.8;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2018-01-01 00:00:00;Dübendorf-EMPA;PM10;y1;µg/m3;14.8;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2019-01-01 00:00:00;Dübendorf-EMPA;PM10;y1;µg/m3;12.7;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2020-01-01 00:00:00;Dübendorf-EMPA;PM10;y1;µg/m3;11.9;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2021-01-01 00:00:00;Dübendorf-EMPA;PM10;y1;µg/m3;12.8;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2022-01-01 00:00:00;Dübendorf-EMPA;PM10;y1;µg/m3;14.1;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2000-01-01 00:00:00;Dübendorf-EMPA;PM2.5;y1;µg/m3;NA;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2001-01-01 00:00:00;Dübendorf-EMPA;PM2.5;y1;µg/m3;NA;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2002-01-01 00:00:00;Dübendorf-EMPA;PM2.5;y1;µg/m3;NA;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2003-01-01 00:00:00;Dübendorf-EMPA;PM2.5;y1;µg/m3;NA;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2004-01-01 00:00:00;Dübendorf-EMPA;PM2.5;y1;µg/m3;NA;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2005-01-01 00:00:00;Dübendorf-EMPA;PM2.5;y1;µg/m3;NA;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2006-01-01 00:00:00;Dübendorf-EMPA;PM2.5;y1;µg/m3;NA;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2007-01-01 00:00:00;Dübendorf-EMPA;PM2.5;y1;µg/m3;NA;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2008-01-01 00:00:00;Dübendorf-EMPA;PM2.5;y1;µg/m3;NA;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
2009-01-01 00:00:00;Dübendorf-EMPA;PM2.5;y1;µg/m3;NA;Dübendorf-EMPA;1250900;2688675;432;NABEL (BAFU & Empa);klein-/vorstädtisch - Hintergrund
