starttime;site;parameter;interval;unit;value;site_long;x;y;masl;source;siteclass
2021-01-01 00:00:00;8152_0020;NO2;y1;µg/m3;NA;Opfikon - Frohdörflistrasse;2684333;1253656;437;OSTLUFT;klein-/vorstädtisch - verkehrsbelastet
2022-01-01 00:00:00;8152_0020;NO2;y1;µg/m3;22.8;Opfikon - Frohdörflistrasse;2684333;1253656;437;OSTLUFT;klein-/vorstädtisch - verkehrsbelastet
2011-01-01 00:00:00;8152_0060;NO2;y1;µg/m3;45.09296;Opfikon - Kreisel Glatthof;2685161;1254405;426;OSTLUFT;städtisch - verkehrsbelastet
2012-01-01 00:00:00;8152_0060;NO2;y1;µg/m3;44.37856;Opfikon - Kreisel Glatthof;2685161;1254405;426;OSTLUFT;städtisch - verkehrsbelastet
2013-01-01 00:00:00;8152_0060;NO2;y1;µg/m3;NA;Opfikon - Kreisel Glatthof;2685161;1254405;426;OSTLUFT;städtisch - verkehrsbelastet
2014-01-01 00:00:00;8152_0060;NO2;y1;µg/m3;NA;Opfikon - Kreisel Glatthof;2685161;1254405;426;OSTLUFT;städtisch - verkehrsbelastet
2015-01-01 00:00:00;8152_0060;NO2;y1;µg/m3;NA;Opfikon - Kreisel Glatthof;2685161;1254405;426;OSTLUFT;städtisch - verkehrsbelastet
2016-01-01 00:00:00;8152_0060;NO2;y1;µg/m3;NA;Opfikon - Kreisel Glatthof;2685161;1254405;426;OSTLUFT;städtisch - verkehrsbelastet
2017-01-01 00:00:00;8152_0060;NO2;y1;µg/m3;NA;Opfikon - Kreisel Glatthof;2685161;1254405;426;OSTLUFT;städtisch - verkehrsbelastet
2018-01-01 00:00:00;8152_0060;NO2;y1;µg/m3;NA;Opfikon - Kreisel Glatthof;2685161;1254405;426;OSTLUFT;städtisch - verkehrsbelastet
2019-01-01 00:00:00;8152_0060;NO2;y1;µg/m3;33.87;Opfikon - Kreisel Glatthof;2685161;1254405;426;OSTLUFT;städtisch - verkehrsbelastet
2020-01-01 00:00:00;8152_0060;NO2;y1;µg/m3;NA;Opfikon - Kreisel Glatthof;2685161;1254405;426;OSTLUFT;städtisch - verkehrsbelastet
2021-01-01 00:00:00;8152_0060;NO2;y1;µg/m3;27.57;Opfikon - Kreisel Glatthof;2685161;1254405;426;OSTLUFT;städtisch - verkehrsbelastet
2022-01-01 00:00:00;8152_0060;NO2;y1;µg/m3;28.07;Opfikon - Kreisel Glatthof;2685161;1254405;426;OSTLUFT;städtisch - verkehrsbelastet
2016-01-01 00:00:00;8152_0080;NO2;y1;µg/m3;30.34;Opfikon - Earhart-Strasse 5;2684950;1253189;425;OSTLUFT;städtisch - Hintergrund
2017-01-01 00:00:00;8152_0080;NO2;y1;µg/m3;NA;Opfikon - Earhart-Strasse 5;2684950;1253189;425;OSTLUFT;städtisch - Hintergrund
2018-01-01 00:00:00;8152_0080;NO2;y1;µg/m3;NA;Opfikon - Earhart-Strasse 5;2684950;1253189;425;OSTLUFT;städtisch - Hintergrund
2019-01-01 00:00:00;8152_0080;NO2;y1;µg/m3;26.16;Opfikon - Earhart-Strasse 5;2684950;1253189;425;OSTLUFT;städtisch - Hintergrund
2020-01-01 00:00:00;8152_0080;NO2;y1;µg/m3;NA;Opfikon - Earhart-Strasse 5;2684950;1253189;425;OSTLUFT;städtisch - Hintergrund
2021-01-01 00:00:00;8152_0080;NO2;y1;µg/m3;NA;Opfikon - Earhart-Strasse 5;2684950;1253189;425;OSTLUFT;städtisch - Hintergrund
2022-01-01 00:00:00;8152_0080;NO2;y1;µg/m3;22;Opfikon - Earhart-Strasse 5;2684950;1253189;425;OSTLUFT;städtisch - Hintergrund
2016-01-01 00:00:00;8152_0090;NO2;y1;µg/m3;26.14;Opfikon - Hamilton-Promenade;2684972;1253005;424;OSTLUFT;städtisch - Hintergrund
2017-01-01 00:00:00;8152_0090;NO2;y1;µg/m3;NA;Opfikon - Hamilton-Promenade;2684972;1253005;424;OSTLUFT;städtisch - Hintergrund
2018-01-01 00:00:00;8152_0090;NO2;y1;µg/m3;NA;Opfikon - Hamilton-Promenade;2684972;1253005;424;OSTLUFT;städtisch - Hintergrund
2019-01-01 00:00:00;8152_0090;NO2;y1;µg/m3;22.71;Opfikon - Hamilton-Promenade;2684972;1253005;424;OSTLUFT;städtisch - Hintergrund
2016-01-01 00:00:00;8152_0100;NO2;y1;µg/m3;25.42;Opfikon - Dufauxstrasse 54;2684759;1252838;425;OSTLUFT;städtisch - Hintergrund
2017-01-01 00:00:00;8152_0100;NO2;y1;µg/m3;NA;Opfikon - Dufauxstrasse 54;2684759;1252838;425;OSTLUFT;städtisch - Hintergrund
2018-01-01 00:00:00;8152_0100;NO2;y1;µg/m3;NA;Opfikon - Dufauxstrasse 54;2684759;1252838;425;OSTLUFT;städtisch - Hintergrund
2019-01-01 00:00:00;8152_0100;NO2;y1;µg/m3;22;Opfikon - Dufauxstrasse 54;2684759;1252838;425;OSTLUFT;städtisch - Hintergrund
2016-01-01 00:00:00;8152_0110;NO2;y1;µg/m3;28.34;Opfikon - Boulevard Lilienthal 51;2684558;1252782;427;OSTLUFT;städtisch - Hintergrund
2017-01-01 00:00:00;8152_0110;NO2;y1;µg/m3;NA;Opfikon - Boulevard Lilienthal 51;2684558;1252782;427;OSTLUFT;städtisch - Hintergrund
2018-01-01 00:00:00;8152_0110;NO2;y1;µg/m3;NA;Opfikon - Boulevard Lilienthal 51;2684558;1252782;427;OSTLUFT;städtisch - Hintergrund
2019-01-01 00:00:00;8152_0110;NO2;y1;µg/m3;24.72;Opfikon - Boulevard Lilienthal 51;2684558;1252782;427;OSTLUFT;städtisch - Hintergrund
2002-01-01 00:00:00;8153_0010;NO2;y1;µg/m3;22.799999239999998;Rümlang - Leuchtmast Nr 23;2682134;1256745;445;OSTLUFT;klein-/vorstädtisch - Hintergrund
2003-01-01 00:00:00;8153_0010;NO2;y1;µg/m3;26.36;Rümlang - Leuchtmast Nr 23;2682134;1256745;445;OSTLUFT;klein-/vorstädtisch - Hintergrund
2004-01-01 00:00:00;8153_0010;NO2;y1;µg/m3;22.94;Rümlang - Leuchtmast Nr 23;2682134;1256745;445;OSTLUFT;klein-/vorstädtisch - Hintergrund
2005-01-01 00:00:00;8153_0010;NO2;y1;µg/m3;24;Rümlang - Leuchtmast Nr 23;2682134;1256745;445;OSTLUFT;klein-/vorstädtisch - Hintergrund
2006-01-01 00:00:00;8153_0010;NO2;y1;µg/m3;25.5666;Rümlang - Leuchtmast Nr 23;2682134;1256745;445;OSTLUFT;klein-/vorstädtisch - Hintergrund
2007-01-01 00:00:00;8153_0010;NO2;y1;µg/m3;23;Rümlang - Leuchtmast Nr 23;2682134;1256745;445;OSTLUFT;klein-/vorstädtisch - Hintergrund
2008-01-01 00:00:00;8153_0010;NO2;y1;µg/m3;22.93518097;Rümlang - Leuchtmast Nr 23;2682134;1256745;445;OSTLUFT;klein-/vorstädtisch - Hintergrund
2009-01-01 00:00:00;8153_0010;NO2;y1;µg/m3;23.46009368;Rümlang - Leuchtmast Nr 23;2682134;1256745;445;OSTLUFT;klein-/vorstädtisch - Hintergrund
2010-01-01 00:00:00;8153_0010;NO2;y1;µg/m3;23.16;Rümlang - Leuchtmast Nr 23;2682134;1256745;445;OSTLUFT;klein-/vorstädtisch - Hintergrund
2011-01-01 00:00:00;8153_0010;NO2;y1;µg/m3;22.11344733;Rümlang - Leuchtmast Nr 23;2682134;1256745;445;OSTLUFT;klein-/vorstädtisch - Hintergrund
2012-01-01 00:00:00;8153_0010;NO2;y1;µg/m3;21.62;Rümlang - Leuchtmast Nr 23;2682134;1256745;445;OSTLUFT;klein-/vorstädtisch - Hintergrund
2013-01-01 00:00:00;8153_0010;NO2;y1;µg/m3;21.72;Rümlang - Leuchtmast Nr 23;2682134;1256745;445;OSTLUFT;klein-/vorstädtisch - Hintergrund
2014-01-01 00:00:00;8153_0010;NO2;y1;µg/m3;19.97;Rümlang - Leuchtmast Nr 23;2682134;1256745;445;OSTLUFT;klein-/vorstädtisch - Hintergrund
2015-01-01 00:00:00;8153_0010;NO2;y1;µg/m3;21.5;Rümlang - Leuchtmast Nr 23;2682134;1256745;445;OSTLUFT;klein-/vorstädtisch - Hintergrund
2016-01-01 00:00:00;8153_0010;NO2;y1;µg/m3;20.05;Rümlang - Leuchtmast Nr 23;2682134;1256745;445;OSTLUFT;klein-/vorstädtisch - Hintergrund
2017-01-01 00:00:00;8153_0010;NO2;y1;µg/m3;19.5;Rümlang - Leuchtmast Nr 23;2682134;1256745;445;OSTLUFT;klein-/vorstädtisch - Hintergrund
2018-01-01 00:00:00;8153_0010;NO2;y1;µg/m3;17.99;Rümlang - Leuchtmast Nr 23;2682134;1256745;445;OSTLUFT;klein-/vorstädtisch - Hintergrund
2019-01-01 00:00:00;8153_0010;NO2;y1;µg/m3;17.73;Rümlang - Leuchtmast Nr 23;2682134;1256745;445;OSTLUFT;klein-/vorstädtisch - Hintergrund
2020-01-01 00:00:00;8153_0010;NO2;y1;µg/m3;14.89;Rümlang - Leuchtmast Nr 23;2682134;1256745;445;OSTLUFT;klein-/vorstädtisch - Hintergrund
2021-01-01 00:00:00;8153_0010;NO2;y1;µg/m3;14.67;Rümlang - Leuchtmast Nr 23;2682134;1256745;445;OSTLUFT;klein-/vorstädtisch - Hintergrund
2022-01-01 00:00:00;8153_0010;NO2;y1;µg/m3;15.84;Rümlang - Leuchtmast Nr 23;2682134;1256745;445;OSTLUFT;klein-/vorstädtisch - Hintergrund
2020-01-01 00:00:00;8157_0010;NO2;y1;µg/m3;22.89;Dielsdorf - Wehntalerstrasse;2676479;1259551;455;OSTLUFT;klein-/vorstädtisch - verkehrsbelastet
2004-01-01 00:00:00;8164_0010;NO2;y1;µg/m3;13.32;Bachs - Gemeindehausstrasse 8;2675386;1264265;460;OSTLUFT;ländlich - Hintergrund
2005-01-01 00:00:00;8164_0010;NO2;y1;µg/m3;NA;Bachs - Gemeindehausstrasse 8;2675386;1264265;460;OSTLUFT;ländlich - Hintergrund
2006-01-01 00:00:00;8164_0010;NO2;y1;µg/m3;NA;Bachs - Gemeindehausstrasse 8;2675386;1264265;460;OSTLUFT;ländlich - Hintergrund
2007-01-01 00:00:00;8164_0010;NO2;y1;µg/m3;13.86;Bachs - Gemeindehausstrasse 8;2675386;1264265;460;OSTLUFT;ländlich - Hintergrund
2008-01-01 00:00:00;8164_0010;NO2;y1;µg/m3;NA;Bachs - Gemeindehausstrasse 8;2675386;1264265;460;OSTLUFT;ländlich - Hintergrund
2009-01-01 00:00:00;8164_0010;NO2;y1;µg/m3;NA;Bachs - Gemeindehausstrasse 8;2675386;1264265;460;OSTLUFT;ländlich - Hintergrund
2010-01-01 00:00:00;8164_0010;NO2;y1;µg/m3;12.86972;Bachs - Gemeindehausstrasse 8;2675386;1264265;460;OSTLUFT;ländlich - Hintergrund
2011-01-01 00:00:00;8164_0010;NO2;y1;µg/m3;11.83992632;Bachs - Gemeindehausstrasse 8;2675386;1264265;460;OSTLUFT;ländlich - Hintergrund
2012-01-01 00:00:00;8164_0010;NO2;y1;µg/m3;NA;Bachs - Gemeindehausstrasse 8;2675386;1264265;460;OSTLUFT;ländlich - Hintergrund
2013-01-01 00:00:00;8164_0010;NO2;y1;µg/m3;12.01;Bachs - Gemeindehausstrasse 8;2675386;1264265;460;OSTLUFT;ländlich - Hintergrund
2014-01-01 00:00:00;8164_0010;NO2;y1;µg/m3;NA;Bachs - Gemeindehausstrasse 8;2675386;1264265;460;OSTLUFT;ländlich - Hintergrund
2015-01-01 00:00:00;8164_0010;NO2;y1;µg/m3;NA;Bachs - Gemeindehausstrasse 8;2675386;1264265;460;OSTLUFT;ländlich - Hintergrund
2016-01-01 00:00:00;8164_0010;NO2;y1;µg/m3;NA;Bachs - Gemeindehausstrasse 8;2675386;1264265;460;OSTLUFT;ländlich - Hintergrund
2017-01-01 00:00:00;8164_0010;NO2;y1;µg/m3;9.76;Bachs - Gemeindehausstrasse 8;2675386;1264265;460;OSTLUFT;ländlich - Hintergrund
2018-01-01 00:00:00;8164_0010;NO2;y1;µg/m3;10.04;Bachs - Gemeindehausstrasse 8;2675386;1264265;460;OSTLUFT;ländlich - Hintergrund
2019-01-01 00:00:00;8164_0010;NO2;y1;µg/m3;9.07;Bachs - Gemeindehausstrasse 8;2675386;1264265;460;OSTLUFT;ländlich - Hintergrund
2019-01-01 00:00:00;8180_0030;NO2;y1;µg/m3;18.14;Bülach - Gewerbe Feldermösli;2682973;1262784;414;OSTLUFT;klein-/vorstädtisch - Hintergrund
2019-01-01 00:00:00;8180_0040;NO2;y1;µg/m3;20.47;Bülach - Glashütte;2682819;1264408;433;OSTLUFT;klein-/vorstädtisch - Hintergrund
2019-01-01 00:00:00;8180_0050;NO2;y1;µg/m3;19.24;Bülach - Allmendstrasse;2682112;1263005;434;OSTLUFT;klein-/vorstädtisch - verkehrsbelastet
2020-01-01 00:00:00;8180_0050;NO2;y1;µg/m3;NA;Bülach - Allmendstrasse;2682112;1263005;434;OSTLUFT;klein-/vorstädtisch - verkehrsbelastet
2021-01-01 00:00:00;8180_0050;NO2;y1;µg/m3;16.34;Bülach - Allmendstrasse;2682112;1263005;434;OSTLUFT;klein-/vorstädtisch - verkehrsbelastet
2019-01-01 00:00:00;8180_0060;NO2;y1;µg/m3;18.32;Bülach - Lindenhof;2682816;1263794;430;OSTLUFT;klein-/vorstädtisch - Hintergrund
2002-01-01 00:00:00;8181_0010;NO2;y1;µg/m3;15.69999981;Höri - Pflanzgarten;2679447;1262844;462;OSTLUFT;ländlich - Hintergrund
2003-01-01 00:00:00;8181_0010;NO2;y1;µg/m3;17.03;Höri - Pflanzgarten;2679447;1262844;462;OSTLUFT;ländlich - Hintergrund
2004-01-01 00:00:00;8181_0010;NO2;y1;µg/m3;14.85;Höri - Pflanzgarten;2679447;1262844;462;OSTLUFT;ländlich - Hintergrund
2005-01-01 00:00:00;8181_0010;NO2;y1;µg/m3;15.32;Höri - Pflanzgarten;2679447;1262844;462;OSTLUFT;ländlich - Hintergrund
2006-01-01 00:00:00;8181_0010;NO2;y1;µg/m3;16.6478;Höri - Pflanzgarten;2679447;1262844;462;OSTLUFT;ländlich - Hintergrund
2007-01-01 00:00:00;8181_0010;NO2;y1;µg/m3;14.71;Höri - Pflanzgarten;2679447;1262844;462;OSTLUFT;ländlich - Hintergrund
2008-01-01 00:00:00;8181_0010;NO2;y1;µg/m3;15.8316873;Höri - Pflanzgarten;2679447;1262844;462;OSTLUFT;ländlich - Hintergrund
2009-01-01 00:00:00;8181_0010;NO2;y1;µg/m3;15.11943438;Höri - Pflanzgarten;2679447;1262844;462;OSTLUFT;ländlich - Hintergrund
2010-01-01 00:00:00;8181_0010;NO2;y1;µg/m3;14.91;Höri - Pflanzgarten;2679447;1262844;462;OSTLUFT;ländlich - Hintergrund
2011-01-01 00:00:00;8181_0010;NO2;y1;µg/m3;14.33148434;Höri - Pflanzgarten;2679447;1262844;462;OSTLUFT;ländlich - Hintergrund
2012-01-01 00:00:00;8181_0010;NO2;y1;µg/m3;13.85;Höri - Pflanzgarten;2679447;1262844;462;OSTLUFT;ländlich - Hintergrund
2013-01-01 00:00:00;8181_0010;NO2;y1;µg/m3;13.31;Höri - Pflanzgarten;2679447;1262844;462;OSTLUFT;ländlich - Hintergrund
2014-01-01 00:00:00;8181_0010;NO2;y1;µg/m3;12.53;Höri - Pflanzgarten;2679447;1262844;462;OSTLUFT;ländlich - Hintergrund
2015-01-01 00:00:00;8181_0010;NO2;y1;µg/m3;13.44;Höri - Pflanzgarten;2679447;1262844;462;OSTLUFT;ländlich - Hintergrund
2016-01-01 00:00:00;8181_0010;NO2;y1;µg/m3;12.21;Höri - Pflanzgarten;2679447;1262844;462;OSTLUFT;ländlich - Hintergrund
2017-01-01 00:00:00;8181_0010;NO2;y1;µg/m3;12.13;Höri - Pflanzgarten;2679447;1262844;462;OSTLUFT;ländlich - Hintergrund
2018-01-01 00:00:00;8181_0010;NO2;y1;µg/m3;11.25;Höri - Pflanzgarten;2679447;1262844;462;OSTLUFT;ländlich - Hintergrund
2019-01-01 00:00:00;8181_0010;NO2;y1;µg/m3;10.71;Höri - Pflanzgarten;2679447;1262844;462;OSTLUFT;ländlich - Hintergrund
2020-01-01 00:00:00;8181_0010;NO2;y1;µg/m3;9.15;Höri - Pflanzgarten;2679447;1262844;462;OSTLUFT;ländlich - Hintergrund
2021-01-01 00:00:00;8181_0010;NO2;y1;µg/m3;9.05;Höri - Pflanzgarten;2679447;1262844;462;OSTLUFT;ländlich - Hintergrund
2022-01-01 00:00:00;8185_0010;NO2;y1;µg/m3;17.98;Winkel - Niederrüti;2684108;1259212;436;OSTLUFT;klein-/vorstädtisch - Hintergrund
2004-01-01 00:00:00;8245_0010;NO2;y1;µg/m3;35.22;Feuerthalen - Zürcherstrasse 21;2690441;1283235;405;OSTLUFT;klein-/vorstädtisch - verkehrsbelastet
2005-01-01 00:00:00;8245_0010;NO2;y1;µg/m3;NA;Feuerthalen - Zürcherstrasse 21;2690441;1283235;405;OSTLUFT;klein-/vorstädtisch - verkehrsbelastet
2006-01-01 00:00:00;8245_0010;NO2;y1;µg/m3;NA;Feuerthalen - Zürcherstrasse 21;2690441;1283235;405;OSTLUFT;klein-/vorstädtisch - verkehrsbelastet
2007-01-01 00:00:00;8245_0010;NO2;y1;µg/m3;36.2;Feuerthalen - Zürcherstrasse 21;2690441;1283235;405;OSTLUFT;klein-/vorstädtisch - verkehrsbelastet
2008-01-01 00:00:00;8245_0010;NO2;y1;µg/m3;33.91675112;Feuerthalen - Zürcherstrasse 21;2690441;1283235;405;OSTLUFT;klein-/vorstädtisch - verkehrsbelastet
2009-01-01 00:00:00;8245_0010;NO2;y1;µg/m3;35.89484699;Feuerthalen - Zürcherstrasse 21;2690441;1283235;405;OSTLUFT;klein-/vorstädtisch - verkehrsbelastet
2010-01-01 00:00:00;8245_0010;NO2;y1;µg/m3;37.26;Feuerthalen - Zürcherstrasse 21;2690441;1283235;405;OSTLUFT;klein-/vorstädtisch - verkehrsbelastet
2011-01-01 00:00:00;8245_0010;NO2;y1;µg/m3;32.77503681;Feuerthalen - Zürcherstrasse 21;2690441;1283235;405;OSTLUFT;klein-/vorstädtisch - verkehrsbelastet
2012-01-01 00:00:00;8245_0010;NO2;y1;µg/m3;32.23;Feuerthalen - Zürcherstrasse 21;2690441;1283235;405;OSTLUFT;klein-/vorstädtisch - verkehrsbelastet
2013-01-01 00:00:00;8245_0010;NO2;y1;µg/m3;32.61;Feuerthalen - Zürcherstrasse 21;2690441;1283235;405;OSTLUFT;klein-/vorstädtisch - verkehrsbelastet
2014-01-01 00:00:00;8245_0010;NO2;y1;µg/m3;30.65;Feuerthalen - Zürcherstrasse 21;2690441;1283235;405;OSTLUFT;klein-/vorstädtisch - verkehrsbelastet
2015-01-01 00:00:00;8245_0010;NO2;y1;µg/m3;31.2;Feuerthalen - Zürcherstrasse 21;2690441;1283235;405;OSTLUFT;klein-/vorstädtisch - verkehrsbelastet
2016-01-01 00:00:00;8245_0010;NO2;y1;µg/m3;31.18;Feuerthalen - Zürcherstrasse 21;2690441;1283235;405;OSTLUFT;klein-/vorstädtisch - verkehrsbelastet
2017-01-01 00:00:00;8245_0010;NO2;y1;µg/m3;26.69;Feuerthalen - Zürcherstrasse 21;2690441;1283235;405;OSTLUFT;klein-/vorstädtisch - verkehrsbelastet
2018-01-01 00:00:00;8245_0010;NO2;y1;µg/m3;25.37;Feuerthalen - Zürcherstrasse 21;2690441;1283235;405;OSTLUFT;klein-/vorstädtisch - verkehrsbelastet
2019-01-01 00:00:00;8245_0010;NO2;y1;µg/m3;23.68;Feuerthalen - Zürcherstrasse 21;2690441;1283235;405;OSTLUFT;klein-/vorstädtisch - verkehrsbelastet
2020-01-01 00:00:00;8245_0010;NO2;y1;µg/m3;20.36;Feuerthalen - Zürcherstrasse 21;2690441;1283235;405;OSTLUFT;klein-/vorstädtisch - verkehrsbelastet
2002-01-01 00:00:00;8302_0010;NO2;y1;µg/m3;38;Kloten - Wilder Mann;2686136;1256500;435;OSTLUFT;städtisch - verkehrsbelastet
2003-01-01 00:00:00;8302_0010;NO2;y1;µg/m3;44.86;Kloten - Wilder Mann;2686136;1256500;435;OSTLUFT;städtisch - verkehrsbelastet
2004-01-01 00:00:00;8302_0010;NO2;y1;µg/m3;40.14;Kloten - Wilder Mann;2686136;1256500;435;OSTLUFT;städtisch - verkehrsbelastet
2005-01-01 00:00:00;8302_0010;NO2;y1;µg/m3;42.71;Kloten - Wilder Mann;2686136;1256500;435;OSTLUFT;städtisch - verkehrsbelastet
2006-01-01 00:00:00;8302_0010;NO2;y1;µg/m3;44.6606;Kloten - Wilder Mann;2686136;1256500;435;OSTLUFT;städtisch - verkehrsbelastet
2007-01-01 00:00:00;8302_0010;NO2;y1;µg/m3;42.49937552;Kloten - Wilder Mann;2686136;1256500;435;OSTLUFT;städtisch - verkehrsbelastet
2008-01-01 00:00:00;8302_0010;NO2;y1;µg/m3;41.11057164;Kloten - Wilder Mann;2686136;1256500;435;OSTLUFT;städtisch - verkehrsbelastet
2009-01-01 00:00:00;8302_0010;NO2;y1;µg/m3;41.5194901;Kloten - Wilder Mann;2686136;1256500;435;OSTLUFT;städtisch - verkehrsbelastet
2010-01-01 00:00:00;8302_0010;NO2;y1;µg/m3;42.2;Kloten - Wilder Mann;2686136;1256500;435;OSTLUFT;städtisch - verkehrsbelastet
2011-01-01 00:00:00;8302_0010;NO2;y1;µg/m3;40.32240142;Kloten - Wilder Mann;2686136;1256500;435;OSTLUFT;städtisch - verkehrsbelastet
2012-01-01 00:00:00;8302_0010;NO2;y1;µg/m3;40;Kloten - Wilder Mann;2686136;1256500;435;OSTLUFT;städtisch - verkehrsbelastet
2013-01-01 00:00:00;8302_0010;NO2;y1;µg/m3;42.16;Kloten - Wilder Mann;2686136;1256500;435;OSTLUFT;städtisch - verkehrsbelastet
2014-01-01 00:00:00;8302_0010;NO2;y1;µg/m3;37.18;Kloten - Wilder Mann;2686136;1256500;435;OSTLUFT;städtisch - verkehrsbelastet
2015-01-01 00:00:00;8302_0010;NO2;y1;µg/m3;NA;Kloten - Wilder Mann;2686136;1256500;435;OSTLUFT;städtisch - verkehrsbelastet
2016-01-01 00:00:00;8302_0010;NO2;y1;µg/m3;NA;Kloten - Wilder Mann;2686136;1256500;435;OSTLUFT;städtisch - verkehrsbelastet
2017-01-01 00:00:00;8302_0010;NO2;y1;µg/m3;NA;Kloten - Wilder Mann;2686136;1256500;435;OSTLUFT;städtisch - verkehrsbelastet
2018-01-01 00:00:00;8302_0010;NO2;y1;µg/m3;NA;Kloten - Wilder Mann;2686136;1256500;435;OSTLUFT;städtisch - verkehrsbelastet
2019-01-01 00:00:00;8302_0010;NO2;y1;µg/m3;38.75;Kloten - Wilder Mann;2686136;1256500;435;OSTLUFT;städtisch - verkehrsbelastet
2020-01-01 00:00:00;8302_0010;NO2;y1;µg/m3;31.2;Kloten - Wilder Mann;2686136;1256500;435;OSTLUFT;städtisch - verkehrsbelastet
2021-01-01 00:00:00;8302_0010;NO2;y1;µg/m3;30.48;Kloten - Wilder Mann;2686136;1256500;435;OSTLUFT;städtisch - verkehrsbelastet
2022-01-01 00:00:00;8302_0010;NO2;y1;µg/m3;31.51;Kloten - Wilder Mann;2686136;1256500;435;OSTLUFT;städtisch - verkehrsbelastet
2019-01-01 00:00:00;8303_0010;NO2;y1;µg/m3;19.69;Bassersdorf - Bachstrasse;2689307;1255529;455;OSTLUFT;klein-/vorstädtisch - verkehrsbelastet
2020-01-01 00:00:00;8303_0010;NO2;y1;µg/m3;NA;Bassersdorf - Bachstrasse;2689307;1255529;455;OSTLUFT;klein-/vorstädtisch - verkehrsbelastet
2021-01-01 00:00:00;8303_0010;NO2;y1;µg/m3;16.83;Bassersdorf - Bachstrasse;2689307;1255529;455;OSTLUFT;klein-/vorstädtisch - verkehrsbelastet
2019-01-01 00:00:00;8305_0010;NO2;y1;µg/m3;22.55;Dietlikon - Gemeindehaus;2688998;1253335;402;OSTLUFT;klein-/vorstädtisch - verkehrsbelastet
2020-01-01 00:00:00;8306_0010;NO2;y1;µg/m3;23.15;Brüttisellen - Haldenstrasse;2689893;1252918;443;OSTLUFT;klein-/vorstädtisch - Hintergrund
2021-01-01 00:00:00;8306_0010;NO2;y1;µg/m3;NA;Brüttisellen - Haldenstrasse;2689893;1252918;443;OSTLUFT;klein-/vorstädtisch - Hintergrund
2022-01-01 00:00:00;8306_0010;NO2;y1;µg/m3;21.25;Brüttisellen - Haldenstrasse;2689893;1252918;443;OSTLUFT;klein-/vorstädtisch - Hintergrund
2002-01-01 00:00:00;8308_0010;NO2;y1;µg/m3;15.899999619999999;Illnau-Effretikon - Örmis;2695400;1251864;522;OSTLUFT;ländlich - Hintergrund
2008-01-01 00:00:00;8308_0020;NO2;y1;µg/m3;51.59103646;Illnau-Effretikon - Langhaag;2693965;1254909;527;OSTLUFT;ländlich - verkehrsbelastet
2009-01-01 00:00:00;8308_0020;NO2;y1;µg/m3;52.08474527;Illnau-Effretikon - Langhaag;2693965;1254909;527;OSTLUFT;ländlich - verkehrsbelastet
2010-01-01 00:00:00;8308_0020;NO2;y1;µg/m3;55.98;Illnau-Effretikon - Langhaag;2693965;1254909;527;OSTLUFT;ländlich - verkehrsbelastet
2011-01-01 00:00:00;8308_0020;NO2;y1;µg/m3;53.27561696;Illnau-Effretikon - Langhaag;2693965;1254909;527;OSTLUFT;ländlich - verkehrsbelastet
2012-01-01 00:00:00;8308_0020;NO2;y1;µg/m3;60.71;Illnau-Effretikon - Langhaag;2693965;1254909;527;OSTLUFT;ländlich - verkehrsbelastet
2013-01-01 00:00:00;8308_0020;NO2;y1;µg/m3;62.31;Illnau-Effretikon - Langhaag;2693965;1254909;527;OSTLUFT;ländlich - verkehrsbelastet
2014-01-01 00:00:00;8308_0020;NO2;y1;µg/m3;51.78;Illnau-Effretikon - Langhaag;2693965;1254909;527;OSTLUFT;ländlich - verkehrsbelastet
2015-01-01 00:00:00;8308_0020;NO2;y1;µg/m3;56;Illnau-Effretikon - Langhaag;2693965;1254909;527;OSTLUFT;ländlich - verkehrsbelastet
2016-01-01 00:00:00;8308_0020;NO2;y1;µg/m3;52.14;Illnau-Effretikon - Langhaag;2693965;1254909;527;OSTLUFT;ländlich - verkehrsbelastet
2017-01-01 00:00:00;8308_0020;NO2;y1;µg/m3;51.47;Illnau-Effretikon - Langhaag;2693965;1254909;527;OSTLUFT;ländlich - verkehrsbelastet
2018-01-01 00:00:00;8308_0020;NO2;y1;µg/m3;46.59;Illnau-Effretikon - Langhaag;2693965;1254909;527;OSTLUFT;ländlich - verkehrsbelastet
2019-01-01 00:00:00;8308_0020;NO2;y1;µg/m3;40.13;Illnau-Effretikon - Langhaag;2693965;1254909;527;OSTLUFT;ländlich - verkehrsbelastet
2020-01-01 00:00:00;8308_0020;NO2;y1;µg/m3;36.22;Illnau-Effretikon - Langhaag;2693965;1254909;527;OSTLUFT;ländlich - verkehrsbelastet
2021-01-01 00:00:00;8308_0020;NO2;y1;µg/m3;35.08;Illnau-Effretikon - Langhaag;2693965;1254909;527;OSTLUFT;ländlich - verkehrsbelastet
2022-01-01 00:00:00;8308_0020;NO2;y1;µg/m3;36.65;Illnau-Effretikon - Langhaag;2693965;1254909;527;OSTLUFT;ländlich - verkehrsbelastet
2020-01-01 00:00:00;8330_0020;NO2;y1;µg/m3;13.42;Pfäffikon - Rappengasse;2701487;1246996;384;OSTLUFT;klein-/vorstädtisch - Hintergrund
2022-01-01 00:00:00;8330_0030;NO2;y1;µg/m3;23.5;Pfäffikon - Hochstrasse;2701733;1246944;550;OSTLUFT;klein-/vorstädtisch - verkehrsbelastet
