concentration;population;population_cum_relative;year;parameter;source
12.5;100928;0.3298905229170345;2022;PM10;OSTLUFT, BAFU, BFS
12.7;118773;0.40479214489317156;2022;PM10;OSTLUFT, BAFU, BFS
12.9;116543;0.47828746563075447;2022;PM10;OSTLUFT, BAFU, BFS
13.1;118544;0.5530446737128876;2022;PM10;OSTLUFT, BAFU, BFS
13.299999999999999;125903;0.6324426758822491;2022;PM10;OSTLUFT, BAFU, BFS
13.5;108553;0.7008992760386449;2022;PM10;OSTLUFT, BAFU, BFS
13.7;90891;0.758217718134349;2022;PM10;OSTLUFT, BAFU, BFS
13.9;78944;0.8080020432358802;2022;PM10;OSTLUFT, BAFU, BFS
14.1;65574;0.8493548671896678;2022;PM10;OSTLUFT, BAFU, BFS
14.299999999999999;50241;0.8810382665287693;2022;PM10;OSTLUFT, BAFU, BFS
14.5;39249;0.9057897989556795;2022;PM10;OSTLUFT, BAFU, BFS
14.7;42542;0.9326179905657997;2022;PM10;OSTLUFT, BAFU, BFS
14.9;25971;0.9489960396539111;2022;PM10;OSTLUFT, BAFU, BFS
15.1;23531;0.9638353555482683;2022;PM10;OSTLUFT, BAFU, BFS
15.299999999999999;15986;0.9739165804807911;2022;PM10;OSTLUFT, BAFU, BFS
15.5;9652;0.9800034053931337;2022;PM10;OSTLUFT, BAFU, BFS
15.7;6876;0.9843396059834019;2022;PM10;OSTLUFT, BAFU, BFS
15.9;6252;0.9882822944782181;2022;PM10;OSTLUFT, BAFU, BFS
16.1;3171;0.9902820170017406;2022;PM10;OSTLUFT, BAFU, BFS
16.3;3094;0.9922331811416896;2022;PM10;OSTLUFT, BAFU, BFS
16.5;2944;0.9940897510279242;2022;PM10;OSTLUFT, BAFU, BFS
16.700000000000003;774;0.9945778573770905;2022;PM10;OSTLUFT, BAFU, BFS
16.900000000000002;1121;0.9952847917665162;2022;PM10;OSTLUFT, BAFU, BFS
17.1;825;0.9958050601619454;2022;PM10;OSTLUFT, BAFU, BFS
17.3;1028;0.9964533461140681;2022;PM10;OSTLUFT, BAFU, BFS
17.5;684;0.9968846959110057;2022;PM10;OSTLUFT, BAFU, BFS
17.700000000000003;962;0.9974913603914941;2022;PM10;OSTLUFT, BAFU, BFS
17.900000000000002;709;0.9979384758973842;2022;PM10;OSTLUFT, BAFU, BFS
18.1;645;0.998345231188356;2022;PM10;OSTLUFT, BAFU, BFS
18.3;320;0.9985470322629468;2022;PM10;OSTLUFT, BAFU, BFS
18.5;526;0.9988787427793053;2022;PM10;OSTLUFT, BAFU, BFS
18.700000000000003;504;0.9991965794717856;2022;PM10;OSTLUFT, BAFU, BFS
18.900000000000002;259;0.9993599122165325;2022;PM10;OSTLUFT, BAFU, BFS
19.1;50;0.9993914436344373;2022;PM10;OSTLUFT, BAFU, BFS
19.3;30;0.9994103624851802;2022;PM10;OSTLUFT, BAFU, BFS
19.5;49;0.9994412632747269;2022;PM10;OSTLUFT, BAFU, BFS
19.700000000000003;267;0.9996096410463385;2022;PM10;OSTLUFT, BAFU, BFS
19.900000000000002;270;0.9997799107030245;2022;PM10;OSTLUFT, BAFU, BFS
20.1;342;0.9999955856014934;2022;PM10;OSTLUFT, BAFU, BFS
20.3;4;0.9999981081149257;2022;PM10;OSTLUFT, BAFU, BFS
20.900000000000002;3;1;2022;PM10;OSTLUFT, BAFU, BFS
0.07500000000000001;3;2.037827512845106e-6;2015;eBC;OSTLUFT, BAFU, BFS
0.125;15;1.2226965077070636e-5;2015;eBC;OSTLUFT, BAFU, BFS
0.175;413;2.9276788601208026e-4;2015;eBC;OSTLUFT, BAFU, BFS
0.225;1501;0.0013123609182722482;2015;eBC;OSTLUFT, BAFU, BFS
0.275;5110;0.004783460448485079;2015;eBC;OSTLUFT, BAFU, BFS
0.325;32535;0.026883699825290253;2015;eBC;OSTLUFT, BAFU, BFS
0.375;79409;0.0808243148144626;2015;eBC;OSTLUFT, BAFU, BFS
0.42500000000000004;137219;0.17403386597616013;2015;eBC;OSTLUFT, BAFU, BFS
0.47500000000000003;193202;0.3052713163550602;2015;eBC;OSTLUFT, BAFU, BFS
0.525;273939;0.49135146003548535;2015;eBC;OSTLUFT, BAFU, BFS
0.5750000000000001;291538;0.6893861791820975;2015;eBC;OSTLUFT, BAFU, BFS
0.625;205625;0.8290622732916892;2015;eBC;OSTLUFT, BAFU, BFS
0.675;108867;0.9030129959053252;2015;eBC;OSTLUFT, BAFU, BFS
0.725;64982;0.9471536983852255;2015;eBC;OSTLUFT, BAFU, BFS
0.775;26743;0.9653195721105644;2015;eBC;OSTLUFT, BAFU, BFS
0.8250000000000001;17854;0.9774473629153432;2015;eBC;OSTLUFT, BAFU, BFS
0.875;9380;0.9838189702721722;2015;eBC;OSTLUFT, BAFU, BFS
0.925;6085;0.9879523637440597;2015;eBC;OSTLUFT, BAFU, BFS
0.975;4115;0.9907475838158456;2015;eBC;OSTLUFT, BAFU, BFS
1.025;2392;0.9923724116194208;2015;eBC;OSTLUFT, BAFU, BFS
1.075;3209;0.9945522077823274;2015;eBC;OSTLUFT, BAFU, BFS
1.125;1250;0.9954013025793462;2015;eBC;OSTLUFT, BAFU, BFS
1.1749999999999998;1398;0.996350930200332;2015;eBC;OSTLUFT, BAFU, BFS
1.2249999999999999;273;0.996536372504001;2015;eBC;OSTLUFT, BAFU, BFS
1.275;1139;0.9973100676830444;2015;eBC;OSTLUFT, BAFU, BFS
1.325;1276;0.9981768236518412;2015;eBC;OSTLUFT, BAFU, BFS
1.375;282;0.9983683794380487;2015;eBC;OSTLUFT, BAFU, BFS
1.4249999999999998;654;0.998812625835849;2015;eBC;OSTLUFT, BAFU, BFS
1.4749999999999999;583;0.9992086436491785;2015;eBC;OSTLUFT, BAFU, BFS
1.525;276;0.9993961237803602;2015;eBC;OSTLUFT, BAFU, BFS
1.575;136;0.9994885052942759;2015;eBC;OSTLUFT, BAFU, BFS
1.625;104;0.9995591499813878;2015;eBC;OSTLUFT, BAFU, BFS
1.6749999999999998;109;0.9996331910476879;2015;eBC;OSTLUFT, BAFU, BFS
1.7249999999999999;3;0.9996352288752007;2015;eBC;OSTLUFT, BAFU, BFS
1.775;261;0.9998125198688183;2015;eBC;OSTLUFT, BAFU, BFS
1.825;191;0.9999422615538027;2015;eBC;OSTLUFT, BAFU, BFS
1.875;3;0.9999442993813156;2015;eBC;OSTLUFT, BAFU, BFS
1.9249999999999998;78;0.9999972828966496;2015;eBC;OSTLUFT, BAFU, BFS
2.0749999999999997;4;1;2015;eBC;OSTLUFT, BAFU, BFS
2.5;4;2.5658591907793286e-6;2020;O3p98;OSTLUFT, BAFU, BFS
7.5;25291;0.016225852057690778;2020;O3p98;OSTLUFT, BAFU, BFS
12.5;804528;0.5323022428175187;2020;O3p98;OSTLUFT, BAFU, BFS
17.5;621596;0.9310341952054355;2020;O3p98;OSTLUFT, BAFU, BFS
22.5;88161;0.9875863732350096;2020;O3p98;OSTLUFT, BAFU, BFS
27.5;13396;0.9961794356649296;2020;O3p98;OSTLUFT, BAFU, BFS
32.5;3860;0.9986554897840316;2020;O3p98;OSTLUFT, BAFU, BFS
37.5;1285;0.9994797720490695;2020;O3p98;OSTLUFT, BAFU, BFS
42.5;463;0.9997767702504022;2020;O3p98;OSTLUFT, BAFU, BFS
47.5;348;1;2020;O3p98;OSTLUFT, BAFU, BFS
2.5;4;2.5474802554358453e-6;2021;O3p98;OSTLUFT, BAFU, BFS
7.5;29102;0.018536740078678927;2021;O3p98;OSTLUFT, BAFU, BFS
12.5;840711;0.5539604083356101;2021;O3p98;OSTLUFT, BAFU, BFS
17.5;598818;0.9353296662355056;2021;O3p98;OSTLUFT, BAFU, BFS
22.5;83715;0.9886452436314586;2021;O3p98;OSTLUFT, BAFU, BFS
27.5;11777;0.9961456623735255;2021;O3p98;OSTLUFT, BAFU, BFS
32.5;3973;0.9986759471372372;2021;O3p98;OSTLUFT, BAFU, BFS
37.5;1302;0.9995051519603816;2021;O3p98;OSTLUFT, BAFU, BFS
42.5;440;0.9997853747884795;2021;O3p98;OSTLUFT, BAFU, BFS
47.5;337;1;2021;O3p98;OSTLUFT, BAFU, BFS
2.5;6;3.784340525052019e-6;2022;O3p98;OSTLUFT, BAFU, BFS
7.5;54969;0.034674020060789124;2022;O3p98;OSTLUFT, BAFU, BFS
12.5;938146;0.626384674430031;2022;O3p98;OSTLUFT, BAFU, BFS
17.5;510380;0.9482932939593726;2022;O3p98;OSTLUFT, BAFU, BFS
22.5;67441;0.9908299121843781;2022;O3p98;OSTLUFT, BAFU, BFS
27.5;9923;0.9970885806893933;2022;O3p98;OSTLUFT, BAFU, BFS
32.5;2726;0.9988079327346087;2022;O3p98;OSTLUFT, BAFU, BFS
37.5;1365;0.9996688702040579;2022;O3p98;OSTLUFT, BAFU, BFS
42.5;197;0.9997931227179638;2022;O3p98;OSTLUFT, BAFU, BFS
47.5;328;1;2022;O3p98;OSTLUFT, BAFU, BFS
